context,questions,answers
Prince Daemon Targaryen quickly becomes favorite contender lists insulting Otto picking first opponent eldest son Ser Gwayne Hightower defeating Gwayne joust taking legs Gwayne 's horse receiving daughter Alicent 's favor .,Who is Ser Gwayne Hightower?,Ser Gwayne Hightower was a PERSON who Prince Daemon Targaryen quickly becomes favorite contender lists insulting Otto picking first opponent eldest son Ser Gwayne Hightower defeating Gwayne joust taking legs Gwayne 's horse receiving daughter Alicent 's favor .
Prince Daemon Targaryen quickly becomes favorite contender lists insulting Otto picking first opponent eldest son Ser Gwayne Hightower defeating Gwayne joust taking legs Gwayne 's horse receiving daughter Alicent 's favor .,Who is Alicent?,Alicent was a PERSON who Prince Daemon Targaryen quickly becomes favorite contender lists insulting Otto picking first opponent eldest son Ser Gwayne Hightower defeating Gwayne joust taking legs Gwayne 's horse receiving daughter Alicent 's favor .
Rhaenyra Alicent also intrigued new contender Ser Criston Cole unexpected victories Lord Boremund Baratheon son Ser Borros .,Who is Rhaenyra Alicent?,Rhaenyra Alicent was a PERSON who Rhaenyra Alicent also intrigued new contender Ser Criston Cole unexpected victories Lord Boremund Baratheon son Ser Borros .
Rhaenyra Alicent also intrigued new contender Ser Criston Cole unexpected victories Lord Boremund Baratheon son Ser Borros .,Who is Ser Criston Cole?,Ser Criston Cole was a PERSON who Rhaenyra Alicent also intrigued new contender Ser Criston Cole unexpected victories Lord Boremund Baratheon son Ser Borros .
Rhaenyra Alicent also intrigued new contender Ser Criston Cole unexpected victories Lord Boremund Baratheon son Ser Borros .,Who is Boremund Baratheon?,Boremund Baratheon was a PERSON who Rhaenyra Alicent also intrigued new contender Ser Criston Cole unexpected victories Lord Boremund Baratheon son Ser Borros .
Rhaenyra Alicent also intrigued new contender Ser Criston Cole unexpected victories Lord Boremund Baratheon son Ser Borros .,Who is Ser Borros?,Ser Borros was a PERSON who Rhaenyra Alicent also intrigued new contender Ser Criston Cole unexpected victories Lord Boremund Baratheon son Ser Borros .
As tourney continues maester arrives summons Viserys Otto away .,Who is Viserys Otto?,Viserys Otto was a PERSON who As tourney continues maester arrives summons Viserys Otto away .
To Viserys 's horror Grand Maester Mellos explains Queen Aemma 's child breech must either cut open womb free baby procedure almost certainly kill risk losing mother child .,Who is Viserys?,Viserys was a PERSON who To Viserys 's horror Grand Maester Mellos explains Queen Aemma 's child breech must either cut open womb free baby procedure almost certainly kill risk losing mother child .
To Viserys 's horror Grand Maester Mellos explains Queen Aemma 's child breech must either cut open womb free baby procedure almost certainly kill risk losing mother child .,Who is Maester Mellos?,Maester Mellos was a PERSON who To Viserys 's horror Grand Maester Mellos explains Queen Aemma 's child breech must either cut open womb free baby procedure almost certainly kill risk losing mother child .
Despite appalled necessity choice Viserys grudgingly gives consent Grand Maester 's acolytes holding delirious screaming Aemma Mellos cuts womb.On tourney grounds Criston Cole manages unhorse Daemon joust ; furious unexpected defeat Daemon angrily demands sword continue fight foot .,Who is Viserys?,Viserys was a PERSON who Despite appalled necessity choice Viserys grudgingly gives consent Grand Maester 's acolytes holding delirious screaming Aemma Mellos cuts womb.
Despite appalled necessity choice Viserys grudgingly gives consent Grand Maester 's acolytes holding delirious screaming Aemma Mellos cuts womb.On tourney grounds Criston Cole manages unhorse Daemon joust ; furious unexpected defeat Daemon angrily demands sword continue fight foot .,What is Grand Maester 's?,Grand Maester 's is a ORG that Despite appalled necessity choice Viserys grudgingly gives consent Grand Maester 's acolytes holding delirious screaming Aemma Mellos cuts womb.
Despite appalled necessity choice Viserys grudgingly gives consent Grand Maester 's acolytes holding delirious screaming Aemma Mellos cuts womb.On tourney grounds Criston Cole manages unhorse Daemon joust ; furious unexpected defeat Daemon angrily demands sword continue fight foot .,Who is Aemma Mellos?,Aemma Mellos was a PERSON who Despite appalled necessity choice Viserys grudgingly gives consent Grand Maester 's acolytes holding delirious screaming Aemma Mellos cuts womb.
Despite appalled necessity choice Viserys grudgingly gives consent Grand Maester 's acolytes holding delirious screaming Aemma Mellos cuts womb.On tourney grounds Criston Cole manages unhorse Daemon joust ; furious unexpected defeat Daemon angrily demands sword continue fight foot .,Who is Criston Cole?,Criston Cole was a PERSON who On tourney grounds Criston Cole manages unhorse Daemon joust ; furious unexpected defeat Daemon angrily demands sword continue fight foot .
Despite appalled necessity choice Viserys grudgingly gives consent Grand Maester 's acolytes holding delirious screaming Aemma Mellos cuts womb.On tourney grounds Criston Cole manages unhorse Daemon joust ; furious unexpected defeat Daemon angrily demands sword continue fight foot .,Who is Daemon?,Daemon was a PERSON who On tourney grounds Criston Cole manages unhorse Daemon joust ; furious unexpected defeat Daemon angrily demands sword continue fight foot .
Criston dismounts oblige prince wielding flail Daemon fights Dark Sister one two ancestral Valyrian steel swords House Targaryen .,Who is Daemon?,Daemon was a PERSON who Criston dismounts oblige prince wielding flail Daemon fights Dark Sister one two ancestral Valyrian steel swords House Targaryen .
Criston dismounts oblige prince wielding flail Daemon fights Dark Sister one two ancestral Valyrian steel swords House Targaryen .,Who is Dark Sister?,Dark Sister was a PERSON who Criston dismounts oblige prince wielding flail Daemon fights Dark Sister one two ancestral Valyrian steel swords House Targaryen .
As beaten humiliated Daemon angrily storms Criston approaches royal box begs Rhaenyra favor .,Who is Daemon?,Daemon was a PERSON who As beaten humiliated Daemon angrily storms Criston approaches royal box begs Rhaenyra favor .
Rhaenyra tosses floral wreath bids Criston good luck rest tournament.In Red Keep wife 's bedside Viserys weeps Aemma 's body wife bled death procedure save child .,Who is Viserys?,Viserys was a PERSON who In Red Keep wife 's bedside Viserys weeps Aemma 's body wife bled death procedure save child .
Grand Maester Mellos informs Viserys child question boy hesitantly asks king queen chosen name .,Who is Maester Mellos?,Maester Mellos was a PERSON who Grand Maester Mellos informs Viserys child question boy hesitantly asks king queen chosen name .
Grand Maester Mellos informs Viserys child question boy hesitantly asks king queen chosen name .,Who is Viserys?,Viserys was a PERSON who Grand Maester Mellos informs Viserys child question boy hesitantly asks king queen chosen name .
Viserys answers `` Baelon '' ( honor father ) moment infant prince begins choking Grand Maester 's arms.Several days later finds royal court gathered outside city walls King 's Landing Queen Aemma Prince Baelon 's funeral .,Who is Viserys?,Viserys was a PERSON who Viserys answers `` Baelon '' ( honor father ) moment infant prince begins choking Grand Maester 's arms.
Viserys answers `` Baelon '' ( honor father ) moment infant prince begins choking Grand Maester 's arms.Several days later finds royal court gathered outside city walls King 's Landing Queen Aemma Prince Baelon 's funeral .,Where is Grand Maester 's?,Grand Maester 's is a GPE that Viserys answers `` Baelon '' ( honor father ) moment infant prince begins choking Grand Maester 's arms.
Viserys answers `` Baelon '' ( honor father ) moment infant prince begins choking Grand Maester 's arms.Several days later finds royal court gathered outside city walls King 's Landing Queen Aemma Prince Baelon 's funeral .,When did Several days later happen?,Several days later was a DATE that Several days later finds royal court gathered outside city walls King 's Landing Queen Aemma Prince Baelon 's funeral .
Viserys answers `` Baelon '' ( honor father ) moment infant prince begins choking Grand Maester 's arms.Several days later finds royal court gathered outside city walls King 's Landing Queen Aemma Prince Baelon 's funeral .,What is the King 's?,The King 's is a FAC that Several days later finds royal court gathered outside city walls King 's Landing Queen Aemma Prince Baelon 's funeral .
Viserys near catatonic grief Rhaenyra bitterly ponders uncle whether father finally found happiness short hours brother lived .,Who is Viserys?,Viserys was a PERSON who Viserys near catatonic grief Rhaenyra bitterly ponders uncle whether father finally found happiness short hours brother lived .
Daemon sympathetic brother niece 's losses urges Rhaenyra support father insisting Viserys need ever Rhaenyra command `` Dracarys '' Syrax sets mother brother 's funeral pyre ablaze.The next day Small Council chamber Otto presses Viserys set succession firmly order .,Who is niece?,niece was a PERSON who Daemon sympathetic brother niece 's losses urges Rhaenyra support father insisting Viserys need ever Rhaenyra command `` Dracarys ''
Daemon sympathetic brother niece 's losses urges Rhaenyra support father insisting Viserys need ever Rhaenyra command `` Dracarys '' Syrax sets mother brother 's funeral pyre ablaze.The next day Small Council chamber Otto presses Viserys set succession firmly order .,Who is Viserys?,Viserys was a PERSON who Daemon sympathetic brother niece 's losses urges Rhaenyra support father insisting Viserys need ever Rhaenyra command `` Dracarys ''
Daemon sympathetic brother niece 's losses urges Rhaenyra support father insisting Viserys need ever Rhaenyra command `` Dracarys '' Syrax sets mother brother 's funeral pyre ablaze.The next day Small Council chamber Otto presses Viserys set succession firmly order .,What is Syrax?,Syrax is a ORG that Syrax sets mother brother 's funeral pyre ablaze.
Daemon sympathetic brother niece 's losses urges Rhaenyra support father insisting Viserys need ever Rhaenyra command `` Dracarys '' Syrax sets mother brother 's funeral pyre ablaze.The next day Small Council chamber Otto presses Viserys set succession firmly order .,When did The next day happen?,The next day was a DATE that The next day Small Council chamber Otto presses Viserys set succession firmly order .
Daemon sympathetic brother niece 's losses urges Rhaenyra support father insisting Viserys need ever Rhaenyra command `` Dracarys '' Syrax sets mother brother 's funeral pyre ablaze.The next day Small Council chamber Otto presses Viserys set succession firmly order .,What is Small Council?,Small Council is a ORG that The next day Small Council chamber Otto presses Viserys set succession firmly order .
Daemon sympathetic brother niece 's losses urges Rhaenyra support father insisting Viserys need ever Rhaenyra command `` Dracarys '' Syrax sets mother brother 's funeral pyre ablaze.The next day Small Council chamber Otto presses Viserys set succession firmly order .,Who is Viserys?,Viserys was a PERSON who The next day Small Council chamber Otto presses Viserys set succession firmly order .
With Prince Baelon 's death Daemon Viserys 's heir presumptive Otto adamant Daemon succeed Iron Throne insisting Daemon would second Maegor Cruel unaware Daemon listening entire conversation shadows .,Who is Daemon Viserys 's?,Daemon Viserys 's was a PERSON who With Prince Baelon 's death Daemon Viserys 's heir presumptive Otto adamant Daemon succeed Iron Throne insisting Daemon would second Maegor Cruel unaware Daemon listening entire conversation shadows .
With Prince Baelon 's death Daemon Viserys 's heir presumptive Otto adamant Daemon succeed Iron Throne insisting Daemon would second Maegor Cruel unaware Daemon listening entire conversation shadows .,Who is Otto?,Otto was a PERSON who With Prince Baelon 's death Daemon Viserys 's heir presumptive Otto adamant Daemon succeed Iron Throne insisting Daemon would second Maegor Cruel unaware Daemon listening entire conversation shadows .
With Prince Baelon 's death Daemon Viserys 's heir presumptive Otto adamant Daemon succeed Iron Throne insisting Daemon would second Maegor Cruel unaware Daemon listening entire conversation shadows .,Who is Daemon?,Daemon was a PERSON who With Prince Baelon 's death Daemon Viserys 's heir presumptive Otto adamant Daemon succeed Iron Throne insisting Daemon would second Maegor Cruel unaware Daemon listening entire conversation shadows .
With Prince Baelon 's death Daemon Viserys 's heir presumptive Otto adamant Daemon succeed Iron Throne insisting Daemon would second Maegor Cruel unaware Daemon listening entire conversation shadows .,What is Iron Throne?,Iron Throne is a ORG that With Prince Baelon 's death Daemon Viserys 's heir presumptive Otto adamant Daemon succeed Iron Throne insisting Daemon would second Maegor Cruel unaware Daemon listening entire conversation shadows .
With Prince Baelon 's death Daemon Viserys 's heir presumptive Otto adamant Daemon succeed Iron Throne insisting Daemon would second Maegor Cruel unaware Daemon listening entire conversation shadows .,What is Daemon?,Daemon is a ORG that With Prince Baelon 's death Daemon Viserys 's heir presumptive Otto adamant Daemon succeed Iron Throne insisting Daemon would second Maegor Cruel unaware Daemon listening entire conversation shadows .
With Prince Baelon 's death Daemon Viserys 's heir presumptive Otto adamant Daemon succeed Iron Throne insisting Daemon would second Maegor Cruel unaware Daemon listening entire conversation shadows .,Who is Maegor Cruel?,Maegor Cruel was a PERSON who With Prince Baelon 's death Daemon Viserys 's heir presumptive Otto adamant Daemon succeed Iron Throne insisting Daemon would second Maegor Cruel unaware Daemon listening entire conversation shadows .
With Prince Baelon 's death Daemon Viserys 's heir presumptive Otto adamant Daemon succeed Iron Throne insisting Daemon would second Maegor Cruel unaware Daemon listening entire conversation shadows .,Who is Daemon?,Daemon was a PERSON who With Prince Baelon 's death Daemon Viserys 's heir presumptive Otto adamant Daemon succeed Iron Throne insisting Daemon would second Maegor Cruel unaware Daemon listening entire conversation shadows .
Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .,Who is Viserys?,Viserys was a PERSON who Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .
Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .,Who is Otto Mellos 's?,Otto Mellos 's was a PERSON who Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .
Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .,Who is Daemon?,Daemon was a PERSON who Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .
Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .,What is Iron Throne?,Iron Throne is a ORG that Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .
Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .,Who is Otto?,Otto was a PERSON who Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .
Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .,What is Daemon?,Daemon is a ORG that Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .
Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .,What is City Watch?,City Watch is a ORG that Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .
Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .,Who is Otto?,Otto was a PERSON who Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .
Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .,What is Daemon?,Daemon is a ORG that Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .
Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .,Who is Otto?,Otto was a PERSON who Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .
Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .,Who is Viserys?,Viserys was a PERSON who Viserys angrily dismisses Otto Mellos 's insinuations Daemon would willing murder seize crown insisting brother ambitions Iron Throne kingship would n't suit retorts Otto 's complaints Daemon 's command City Watch effectively gives prince private army loyal within city walls pointing Otto 's idea give Daemon command given vigorously Otto complained Viserys named brother Master Laws Master Coin .
Otto concedes point asserts opinion Daemon kept far power .,Who is Otto?,Otto was a PERSON who Otto concedes point asserts opinion Daemon kept far power .
Otto concedes point asserts opinion Daemon kept far power .,Who is Daemon?,Daemon was a PERSON who Otto concedes point asserts opinion Daemon kept far power .
Corlys Velaryon asks else would claim Otto suggests Rhaenyra .,Who is Corlys Velaryon?,Corlys Velaryon was a PERSON who Corlys Velaryon asks else would claim Otto suggests Rhaenyra .
Corlys Velaryon asks else would claim Otto suggests Rhaenyra .,Who is Otto?,Otto was a PERSON who Corlys Velaryon asks else would claim Otto suggests Rhaenyra .
Lord Lyonel Strong Master Laws vehemently protests arguing Westeros never queen would overturn centuries tradition .,Who is Lyonel Strong?,Lyonel Strong was a PERSON who Lord Lyonel Strong Master Laws vehemently protests arguing Westeros never queen would overturn centuries tradition .
Lord Lyonel Strong Master Laws vehemently protests arguing Westeros never queen would overturn centuries tradition .,Who is Westeros?,Westeros was a PERSON who Lord Lyonel Strong Master Laws vehemently protests arguing Westeros never queen would overturn centuries tradition .
Lord Lyonel Strong Master Laws vehemently protests arguing Westeros never queen would overturn centuries tradition .,When did centuries happen?,centuries was a DATE that Lord Lyonel Strong Master Laws vehemently protests arguing Westeros never queen would overturn centuries tradition .
Viserys refuses notion choosing daughter brother Corlys offers alternative namely wife Rhaenys ; daughter King Jaehaerys 's eldest son Aemon valid claim throne male heir ( Laenor ) continue line .,Where is Viserys?,Viserys is a GPE that Viserys refuses notion choosing daughter brother Corlys offers alternative namely wife Rhaenys ; daughter King Jaehaerys 's eldest son Aemon valid claim throne male heir ( Laenor ) continue line .
Viserys refuses notion choosing daughter brother Corlys offers alternative namely wife Rhaenys ; daughter King Jaehaerys 's eldest son Aemon valid claim throne male heir ( Laenor ) continue line .,Who is Corlys?,Corlys was a PERSON who Viserys refuses notion choosing daughter brother Corlys offers alternative namely wife Rhaenys ; daughter King Jaehaerys 's eldest son Aemon valid claim throne male heir ( Laenor ) continue line .
Viserys refuses notion choosing daughter brother Corlys offers alternative namely wife Rhaenys ; daughter King Jaehaerys 's eldest son Aemon valid claim throne male heir ( Laenor ) continue line .,Who is Rhaenys?,Rhaenys was a PERSON who Viserys refuses notion choosing daughter brother Corlys offers alternative namely wife Rhaenys ; daughter King Jaehaerys 's eldest son Aemon valid claim throne male heir ( Laenor ) continue line .
Viserys refuses notion choosing daughter brother Corlys offers alternative namely wife Rhaenys ; daughter King Jaehaerys 's eldest son Aemon valid claim throne male heir ( Laenor ) continue line .,Who is King Jaehaerys 's?,King Jaehaerys 's was a PERSON who Viserys refuses notion choosing daughter brother Corlys offers alternative namely wife Rhaenys ; daughter King Jaehaerys 's eldest son Aemon valid claim throne male heir ( Laenor ) continue line .
Viserys refuses notion choosing daughter brother Corlys offers alternative namely wife Rhaenys ; daughter King Jaehaerys 's eldest son Aemon valid claim throne male heir ( Laenor ) continue line .,Who is Aemon?,Aemon was a PERSON who Viserys refuses notion choosing daughter brother Corlys offers alternative namely wife Rhaenys ; daughter King Jaehaerys 's eldest son Aemon valid claim throne male heir ( Laenor ) continue line .
Viserys refuses notion choosing daughter brother Corlys offers alternative namely wife Rhaenys ; daughter King Jaehaerys 's eldest son Aemon valid claim throne male heir ( Laenor ) continue line .,Who is Laenor?,Laenor was a PERSON who Viserys refuses notion choosing daughter brother Corlys offers alternative namely wife Rhaenys ; daughter King Jaehaerys 's eldest son Aemon valid claim throne male heir ( Laenor ) continue line .
Otto Lyonel shout furious Viserys berates Small Council behaving like crows squabbling corpse still mourning wife son storms out.Within Tower Hand Alicent pays father visit Otto dispatches Mellos message sent raven Oldtown .,Who is Otto Lyonel?,Otto Lyonel was a PERSON who Otto Lyonel shout furious Viserys berates Small Council behaving like crows squabbling corpse still mourning wife son storms out.
Otto Lyonel shout furious Viserys berates Small Council behaving like crows squabbling corpse still mourning wife son storms out.Within Tower Hand Alicent pays father visit Otto dispatches Mellos message sent raven Oldtown .,Who is Viserys?,Viserys was a PERSON who Otto Lyonel shout furious Viserys berates Small Council behaving like crows squabbling corpse still mourning wife son storms out.
Otto Lyonel shout furious Viserys berates Small Council behaving like crows squabbling corpse still mourning wife son storms out.Within Tower Hand Alicent pays father visit Otto dispatches Mellos message sent raven Oldtown .,What is Small Council?,Small Council is a ORG that Otto Lyonel shout furious Viserys berates Small Council behaving like crows squabbling corpse still mourning wife son storms out.
Otto Lyonel shout furious Viserys berates Small Council behaving like crows squabbling corpse still mourning wife son storms out.Within Tower Hand Alicent pays father visit Otto dispatches Mellos message sent raven Oldtown .,What is the Tower Hand Alicent?,The Tower Hand Alicent is a FAC that Within Tower Hand Alicent pays father visit Otto dispatches Mellos message sent raven Oldtown .
Otto Lyonel shout furious Viserys berates Small Council behaving like crows squabbling corpse still mourning wife son storms out.Within Tower Hand Alicent pays father visit Otto dispatches Mellos message sent raven Oldtown .,Who is Otto?,Otto was a PERSON who Within Tower Hand Alicent pays father visit Otto dispatches Mellos message sent raven Oldtown .
Otto Lyonel shout furious Viserys berates Small Council behaving like crows squabbling corpse still mourning wife son storms out.Within Tower Hand Alicent pays father visit Otto dispatches Mellos message sent raven Oldtown .,Who is Mellos?,Mellos was a PERSON who Within Tower Hand Alicent pays father visit Otto dispatches Mellos message sent raven Oldtown .
Otto Lyonel shout furious Viserys berates Small Council behaving like crows squabbling corpse still mourning wife son storms out.Within Tower Hand Alicent pays father visit Otto dispatches Mellos message sent raven Oldtown .,Where is Oldtown?,Oldtown is a GPE that Within Tower Hand Alicent pays father visit Otto dispatches Mellos message sent raven Oldtown .
Otto embraces daughter asking Rhaenyra suggesting Alicent might offer condolences princess 's father well .,Who is Otto?,Otto was a PERSON who Otto embraces daughter asking Rhaenyra suggesting Alicent might offer condolences princess 's father well .
Otto embraces daughter asking Rhaenyra suggesting Alicent might offer condolences princess 's father well .,Who is Alicent?,Alicent was a PERSON who Otto embraces daughter asking Rhaenyra suggesting Alicent might offer condolences princess 's father well .
Though apprehensive request Alicent complies visiting Viserys chambers offering history book distract given love subject offers condolences Queen Aemma 's passing Viserys thanks .,Who is Alicent?,Alicent was a PERSON who Though apprehensive request Alicent complies visiting Viserys chambers offering history book distract given love subject offers condolences Queen Aemma 's passing Viserys thanks .
Though apprehensive request Alicent complies visiting Viserys chambers offering history book distract given love subject offers condolences Queen Aemma 's passing Viserys thanks .,Where is Viserys?,Viserys is a GPE that Though apprehensive request Alicent complies visiting Viserys chambers offering history book distract given love subject offers condolences Queen Aemma 's passing Viserys thanks .
Though apprehensive request Alicent complies visiting Viserys chambers offering history book distract given love subject offers condolences Queen Aemma 's passing Viserys thanks .,Who is Aemma?,Aemma was a PERSON who Though apprehensive request Alicent complies visiting Viserys chambers offering history book distract given love subject offers condolences Queen Aemma 's passing Viserys thanks .
Though apprehensive request Alicent complies visiting Viserys chambers offering history book distract given love subject offers condolences Queen Aemma 's passing Viserys thanks .,Who is Viserys?,Viserys was a PERSON who Though apprehensive request Alicent complies visiting Viserys chambers offering history book distract given love subject offers condolences Queen Aemma 's passing Viserys thanks .
Later evening pleasure house Street Silk Daemon hosts drunken orgy several subordinates gold cloaks .,What is the Street Silk Daemon?,The Street Silk Daemon is a FAC that Later evening pleasure house Street Silk Daemon hosts drunken orgy several subordinates gold cloaks .
Daemon raises toast late nephew .,What is Daemon?,Daemon is a ORG that Daemon raises toast late nephew .
Otto reports event Viserys insisting sources claim Daemon dubbed Baelon `` Heir Day . '',Who is Otto?,Otto was a PERSON who Otto reports event Viserys insisting sources claim Daemon dubbed Baelon `` Heir Day . ''
Otto reports event Viserys insisting sources claim Daemon dubbed Baelon `` Heir Day . '',Who is Viserys?,Viserys was a PERSON who Otto reports event Viserys insisting sources claim Daemon dubbed Baelon `` Heir Day . ''
Otto reports event Viserys insisting sources claim Daemon dubbed Baelon `` Heir Day . '',Who is Daemon?,Daemon was a PERSON who Otto reports event Viserys insisting sources claim Daemon dubbed Baelon `` Heir Day . ''
While context ambiguous Viserys takes insult summons brother.Viserys confronts Daemon Great Hall seated upon Iron Throne Targaryen sword Blackfyre hand surrounded Kingsguard .,Who is Viserys?,Viserys was a PERSON who While context ambiguous Viserys takes insult summons brother.
While context ambiguous Viserys takes insult summons brother.Viserys confronts Daemon Great Hall seated upon Iron Throne Targaryen sword Blackfyre hand surrounded Kingsguard .,Who is Viserys?,Viserys was a PERSON who Viserys confronts Daemon Great Hall seated upon Iron Throne Targaryen sword Blackfyre hand surrounded Kingsguard .
While context ambiguous Viserys takes insult summons brother.Viserys confronts Daemon Great Hall seated upon Iron Throne Targaryen sword Blackfyre hand surrounded Kingsguard .,What is the Daemon Great Hall?,The Daemon Great Hall is a FAC that Viserys confronts Daemon Great Hall seated upon Iron Throne Targaryen sword Blackfyre hand surrounded Kingsguard .
While context ambiguous Viserys takes insult summons brother.Viserys confronts Daemon Great Hall seated upon Iron Throne Targaryen sword Blackfyre hand surrounded Kingsguard .,Who is Blackfyre?,Blackfyre was a PERSON who Viserys confronts Daemon Great Hall seated upon Iron Throne Targaryen sword Blackfyre hand surrounded Kingsguard .
