context,questions,answers
A troupe mummers farcically presents succession choices `` brother daughter little princeling three '' ( Daemon Rhaenyra baby Aegon ) .,Where is Aegon?,Aegon is a GPE that A troupe mummers farcically presents succession choices `` brother daughter little princeling three '' ( Daemon Rhaenyra baby Aegon ) .
The lead mummer asks crowd Rhaenyra strong feeble ruler shout `` feeble ! '',Who is mummer?,mummer was a PERSON who The lead mummer asks crowd Rhaenyra strong feeble ruler shout `` feeble ! ''
The lead mummer concludes baby Aegon heir two things Rhaenyra : `` conqueror 's name cock . '',Who is mummer?,mummer was a PERSON who The lead mummer concludes baby Aegon heir two things Rhaenyra : `` conqueror 's name cock . ''
The lead mummer concludes baby Aegon heir two things Rhaenyra : `` conqueror 's name cock . '',Where is Aegon?,Aegon is a GPE that The lead mummer concludes baby Aegon heir two things Rhaenyra : `` conqueror 's name cock . ''
The lead mummer concludes baby Aegon heir two things Rhaenyra : `` conqueror 's name cock . '',Who is cock?,cock was a PERSON who The lead mummer concludes baby Aegon heir two things Rhaenyra : `` conqueror 's name cock . ''
As leave Daemon says brought Rhaenyra farce show smallfolk still convinced male baby Aegon much stronger claim throne .,What is Daemon?,Daemon is a ORG that As leave Daemon says brought Rhaenyra farce show smallfolk still convinced male baby Aegon much stronger claim throne .
As leave Daemon says brought Rhaenyra farce show smallfolk still convinced male baby Aegon much stronger claim throne .,Where is Aegon?,Aegon is a GPE that As leave Daemon says brought Rhaenyra farce show smallfolk still convinced male baby Aegon much stronger claim throne .
Rhaenyra retorts n't care commoners think Daemon insists 'll need expects rule day.Rhaenyra says wants spend one night free burdens inheritance constantly reminded .,Who is Daemon?,Daemon was a PERSON who Rhaenyra retorts n't care commoners think Daemon insists 'll need expects rule day.
Rhaenyra retorts n't care commoners think Daemon insists 'll need expects rule day.Rhaenyra says wants spend one night free burdens inheritance constantly reminded .,What is Rhaenyra?,Rhaenyra is a ORG that Rhaenyra says wants spend one night free burdens inheritance constantly reminded .
Running alleys stopped gold cloak turns Ser Harwin Strong closer inspection recognizes well Daemon rounds corner .,Who is Ser Harwin Strong?,Ser Harwin Strong was a PERSON who Running alleys stopped gold cloak turns Ser Harwin Strong closer inspection recognizes well Daemon rounds corner .
Running alleys stopped gold cloak turns Ser Harwin Strong closer inspection recognizes well Daemon rounds corner .,What is Daemon?,Daemon is a ORG that Running alleys stopped gold cloak turns Ser Harwin Strong closer inspection recognizes well Daemon rounds corner .
With grin Harwin tells take care continues way.At Red Keep Alicent turn night Viserys sends messenger summon bed .,Who is Harwin?,Harwin was a PERSON who With grin Harwin tells take care continues way.
With grin Harwin tells take care continues way.At Red Keep Alicent turn night Viserys sends messenger summon bed .,What is the Red Keep Alicent?,The Red Keep Alicent is a FAC that At Red Keep Alicent turn night Viserys sends messenger summon bed .
With grin Harwin tells take care continues way.At Red Keep Alicent turn night Viserys sends messenger summon bed .,Who is Viserys?,Viserys was a PERSON who At Red Keep Alicent turn night Viserys sends messenger summon bed .
Alicent look bored disinterest couple though whenever Viserys turn face switches fake smile dutiful wife.Back city outside castle Daemon takes Rhaenyra brothel Street Silk .,Who is Alicent?,Alicent was a PERSON who Alicent look bored disinterest couple though whenever Viserys turn face switches fake smile dutiful wife.
Alicent look bored disinterest couple though whenever Viserys turn face switches fake smile dutiful wife.Back city outside castle Daemon takes Rhaenyra brothel Street Silk .,Who is Viserys?,Viserys was a PERSON who Alicent look bored disinterest couple though whenever Viserys turn face switches fake smile dutiful wife.
Alicent look bored disinterest couple though whenever Viserys turn face switches fake smile dutiful wife.Back city outside castle Daemon takes Rhaenyra brothel Street Silk .,What is Daemon?,Daemon is a ORG that Back city outside castle Daemon takes Rhaenyra brothel Street Silk .
Daemon leads lower level brothel taking hood tossing Rhaenyra 's hat aside revealing recognizable Valyrian hair onlookers .,What is Daemon?,Daemon is a ORG that Daemon leads lower level brothel taking hood tossing Rhaenyra 's hat aside revealing recognizable Valyrian hair onlookers .
Daemon says brought Rhaenyra show `` Fucking pleasure see - woman man . '',What is Daemon?,Daemon is a ORG that Daemon says brought Rhaenyra show `` Fucking pleasure see - woman man . ''
After watching particularly muscular man fellate another man Rhaenyra hold back desire longer leans start kissing uncle Daemon .,Who is Daemon?,Daemon was a PERSON who After watching particularly muscular man fellate another man Rhaenyra hold back desire longer leans start kissing uncle Daemon .
Between kisses Daemon says marriage may duty n't stop want sex want .,Who is Daemon?,Daemon was a PERSON who Between kisses Daemon says marriage may duty n't stop want sex want .
Daemon quickly leaves Rhaenyra alone orgy .,What is Daemon?,Daemon is a ORG that Daemon quickly leaves Rhaenyra alone orgy .
A street urchin hallway recognizes her.Rhaenyra returns Red Keep front gate haze wine lust bothering return secret passage .,What is Red Keep?,Red Keep is a ORG that Rhaenyra returns Red Keep front gate haze wine lust bothering return secret passage .
She comes door chamber guarded Criston Cole .,Who is Criston Cole?,Criston Cole was a PERSON who She comes door chamber guarded Criston Cole .
Charged erotic adventures left physically unsatisfied Rhaenyra opens chamber door playfully grabs Criston 's helmet .,What is Criston?,Criston is a ORG that Charged erotic adventures left physically unsatisfied Rhaenyra opens chamber door playfully grabs Criston 's helmet .
Seeing longing eyes intentions Criston softly whispers stop sworn honor Kingsguard taken vow chastity .,Who is Kingsguard?,Kingsguard was a PERSON who Seeing longing eyes intentions Criston softly whispers stop sworn honor Kingsguard taken vow chastity .
After meaningful look white cloak office removing Criston Rhaenyra slowly undress .,Who is Criston Rhaenyra?,Criston Rhaenyra was a PERSON who After meaningful look white cloak office removing Criston Rhaenyra slowly undress .
Overcome passion jumps Criston locks legs around waist .,Who is jumps Criston?,jumps Criston was a PERSON who Overcome passion jumps Criston locks legs around waist .
In pre-dawn hours Otto Hightower awakened one guards informing messenger `` White Worm '' come bring important news .,Who is Otto Hightower?,Otto Hightower was a PERSON who In pre-dawn hours Otto Hightower awakened one guards informing messenger `` White Worm '' come bring important news .
It street urchin spotted Rhaenyra calling Daemon brothel .,What is Daemon?,Daemon is a ORG that It street urchin spotted Rhaenyra calling Daemon brothel .
Elsewhere dawn arrives city hung-over Daemon wakes unfamiliar chamber sees former lover Mysaria boiling drink .,What is Daemon?,Daemon is a ORG that Elsewhere dawn arrives city hung-over Daemon wakes unfamiliar chamber sees former lover Mysaria boiling drink .
Elsewhere dawn arrives city hung-over Daemon wakes unfamiliar chamber sees former lover Mysaria boiling drink .,Who is Mysaria?,Mysaria was a PERSON who Elsewhere dawn arrives city hung-over Daemon wakes unfamiliar chamber sees former lover Mysaria boiling drink .
Daemon asks prisoner says protector .,What is Daemon?,Daemon is a ORG that Daemon asks prisoner says protector .
Daemon groggily says n't need protection common whore Mysaria says longer whore learned `` skin trade '' take far life .,Who is Daemon groggily?,Daemon groggily was a PERSON who Daemon groggily says n't need protection common whore Mysaria says longer whore learned `` skin trade '' take far life .
Daemon groggily says n't need protection common whore Mysaria says longer whore learned `` skin trade '' take far life .,Who is Mysaria?,Mysaria was a PERSON who Daemon groggily says n't need protection common whore Mysaria says longer whore learned `` skin trade '' take far life .
Mysaria information broker city 's underbelly .,Who is Mysaria?,Mysaria was a PERSON who Mysaria information broker city 's underbelly .
Then street urchin enters gives Mysaria reward money Otto Hightower gave .,Who is Mysaria?,Mysaria was a PERSON who Then street urchin enters gives Mysaria reward money Otto Hightower gave .
Then street urchin enters gives Mysaria reward money Otto Hightower gave .,Who is Otto Hightower?,Otto Hightower was a PERSON who Then street urchin enters gives Mysaria reward money Otto Hightower gave .
Mysaria leaves Daemon still hung-over stand casually saying goes pay room way out.Otto Hightower waits outside King Viserys 's private chambers hesitating distasteful task .,Who is Mysaria?,Mysaria was a PERSON who Mysaria leaves Daemon still hung-over stand casually saying goes pay room way out.
Mysaria leaves Daemon still hung-over stand casually saying goes pay room way out.Otto Hightower waits outside King Viserys 's private chambers hesitating distasteful task .,Who is Daemon?,Daemon was a PERSON who Mysaria leaves Daemon still hung-over stand casually saying goes pay room way out.
Mysaria leaves Daemon still hung-over stand casually saying goes pay room way out.Otto Hightower waits outside King Viserys 's private chambers hesitating distasteful task .,Who is Otto Hightower?,Otto Hightower was a PERSON who Otto Hightower waits outside King Viserys 's private chambers hesitating distasteful task .
Mysaria leaves Daemon still hung-over stand casually saying goes pay room way out.Otto Hightower waits outside King Viserys 's private chambers hesitating distasteful task .,Where is King Viserys 's?,King Viserys 's is a GPE that Otto Hightower waits outside King Viserys 's private chambers hesitating distasteful task .
On one hand Otto always sought undermine Daemon plotting Rhaenyra removed heir favor grandson Aegon news received could easily destroy without effort part .,Who is Otto?,Otto was a PERSON who On one hand Otto always sought undermine Daemon plotting Rhaenyra removed heir favor grandson Aegon news received could easily destroy without effort part .
On one hand Otto always sought undermine Daemon plotting Rhaenyra removed heir favor grandson Aegon news received could easily destroy without effort part .,What is Daemon?,Daemon is a ORG that On one hand Otto always sought undermine Daemon plotting Rhaenyra removed heir favor grandson Aegon news received could easily destroy without effort part .
On one hand Otto always sought undermine Daemon plotting Rhaenyra removed heir favor grandson Aegon news received could easily destroy without effort part .,Who is Aegon?,Aegon was a PERSON who On one hand Otto always sought undermine Daemon plotting Rhaenyra removed heir favor grandson Aegon news received could easily destroy without effort part .
On hand father known Viserys years actually takes pleasure giving awful news daughter apparently lost virginity brothel .,Who is Viserys?,Viserys was a PERSON who On hand father known Viserys years actually takes pleasure giving awful news daughter apparently lost virginity brothel .
On hand father known Viserys years actually takes pleasure giving awful news daughter apparently lost virginity brothel .,When did years happen?,years was a DATE that On hand father known Viserys years actually takes pleasure giving awful news daughter apparently lost virginity brothel .
Otto knocks door wakes Viserys grudgingly reporting Rhaenyra spied pleasure house .,Who is Viserys?,Viserys was a PERSON who Otto knocks door wakes Viserys grudgingly reporting Rhaenyra spied pleasure house .
This n't alarm Viserys Otto goes say `` coupling '' brothel looking uncle Daemon .,Who is Viserys Otto?,Viserys Otto was a PERSON who This n't alarm Viserys Otto goes say `` coupling '' brothel looking uncle Daemon .
This n't alarm Viserys Otto goes say `` coupling '' brothel looking uncle Daemon .,Who is Daemon?,Daemon was a PERSON who This n't alarm Viserys Otto goes say `` coupling '' brothel looking uncle Daemon .
Viserys incredulous says must lie .,Who is Viserys?,Viserys was a PERSON who Viserys incredulous says must lie .
Otto responds considered reacting report single spy multiple castle servants confirmed saw Rhaenyra creeping back main gates city pre-dawn hours disguised page.Furious Viserys redirects anger accuse Otto ambitious would daughter stalked spies .,Who is Otto?,Otto was a PERSON who Otto responds considered reacting report single spy multiple castle servants confirmed saw Rhaenyra creeping back main gates city pre-dawn hours disguised page.
Otto responds considered reacting report single spy multiple castle servants confirmed saw Rhaenyra creeping back main gates city pre-dawn hours disguised page.Furious Viserys redirects anger accuse Otto ambitious would daughter stalked spies .,Who is Furious Viserys?,Furious Viserys was a PERSON who Furious Viserys redirects anger accuse Otto ambitious would daughter stalked spies .
Otto responds considered reacting report single spy multiple castle servants confirmed saw Rhaenyra creeping back main gates city pre-dawn hours disguised page.Furious Viserys redirects anger accuse Otto ambitious would daughter stalked spies .,Who is Otto?,Otto was a PERSON who Furious Viserys redirects anger accuse Otto ambitious would daughter stalked spies .
Otto honestly says n't : far knows one many informants city truly happened brothel Rhaenyra walked .,Who is Otto?,Otto was a PERSON who Otto honestly says n't : far knows one many informants city truly happened brothel Rhaenyra walked .
Viserys refuses believe angrily tells Otto get .,Where is Viserys?,Viserys is a GPE that Viserys refuses believe angrily tells Otto get .
Viserys refuses believe angrily tells Otto get .,Who is Otto?,Otto was a PERSON who Viserys refuses believe angrily tells Otto get .
Otto realize daughter Alicent however king 's bed prior night together behind privacy screen heard entire conversation .,Who is Otto?,Otto was a PERSON who Otto realize daughter Alicent however king 's bed prior night together behind privacy screen heard entire conversation .
Otto realize daughter Alicent however king 's bed prior night together behind privacy screen heard entire conversation .,Who is Alicent?,Alicent was a PERSON who Otto realize daughter Alicent however king 's bed prior night together behind privacy screen heard entire conversation .
Viserys shocked news remembers Alicent still room sends father away walks tears welling eyes.Rhaenyra combing hair chambers Criston opens door .,Who is Viserys?,Viserys was a PERSON who Viserys shocked news remembers Alicent still room sends father away walks tears welling eyes.
Viserys shocked news remembers Alicent still room sends father away walks tears welling eyes.Rhaenyra combing hair chambers Criston opens door .,Who is Alicent?,Alicent was a PERSON who Viserys shocked news remembers Alicent still room sends father away walks tears welling eyes.
Rhaenyra meets Alicent alone godswood .,Who is Alicent?,Alicent was a PERSON who Rhaenyra meets Alicent alone godswood .
Rhaenyra meets Alicent alone godswood .,What is godswood?,godswood is a ORG that Rhaenyra meets Alicent alone godswood .
Her voice trembling Alicent bluntly asks happened last night .,Who is Alicent?,Alicent was a PERSON who Her voice trembling Alicent bluntly asks happened last night .
Rhaenyra feigns ignorance Alicent says father Otto made worrying allegations : `` '' uncle .,Who is Alicent?,Alicent was a PERSON who Rhaenyra feigns ignorance Alicent says father Otto made worrying allegations : `` '' uncle .
Rhaenyra feigns ignorance Alicent says father Otto made worrying allegations : `` '' uncle .,Who is Otto?,Otto was a PERSON who Rhaenyra feigns ignorance Alicent says father Otto made worrying allegations : `` '' uncle .
Rhaenyra almost giggling relief says n't seen Daemon years went night fun sneaking castle drinking wine n't anything serious .,When did Daemon years happen?,Daemon years was a DATE that Rhaenyra almost giggling relief says n't seen Daemon years went night fun sneaking castle drinking wine n't anything serious .
Alicent lowers tone curtly says accusation `` fucked Daemon pleasure house ! '',Who is Alicent?,Alicent was a PERSON who Alicent lowers tone curtly says accusation `` fucked Daemon pleasure house ! ''
Alicent lowers tone curtly says accusation `` fucked Daemon pleasure house ! '',Who is Daemon?,Daemon was a PERSON who Alicent lowers tone curtly says accusation `` fucked Daemon pleasure house ! ''
Rhaenyra says vile accusation Alicent ponders `` Targaryens queer customs . '',What is Rhaenyra?,Rhaenyra is a ORG that Rhaenyra says vile accusation Alicent ponders `` Targaryens queer customs . ''
Rhaenyra says vile accusation Alicent ponders `` Targaryens queer customs . '',Who is Alicent?,Alicent was a PERSON who Rhaenyra says vile accusation Alicent ponders `` Targaryens queer customs . ''
Now feigning total innocence Rhaenyra begs Alicent friend `` sister '' complete lie princess question virtue act treason .,Who is Alicent?,Alicent was a PERSON who Now feigning total innocence Rhaenyra begs Alicent friend `` sister '' complete lie princess question virtue act treason .
Alicent admits n't know specific source report father believed enough report directly king .,Who is Alicent?,Alicent was a PERSON who Alicent admits n't know specific source report father believed enough report directly king .
Rhaenyra says believes slanders verge crying Alicent says wants help .,What is Rhaenyra?,Rhaenyra is a ORG that Rhaenyra says believes slanders verge crying Alicent says wants help .
Rhaenyra says believes slanders verge crying Alicent says wants help .,Who is Alicent?,Alicent was a PERSON who Rhaenyra says believes slanders verge crying Alicent says wants help .
Rhaenyra comes around tactfully admitting Daemon took several taverns got drunk lies wanted go home got late Daemon wanted continue escort could n't head back city alone ended brothel .,Who is Daemon?,Daemon was a PERSON who Rhaenyra comes around tactfully admitting Daemon took several taverns got drunk lies wanted go home got late Daemon wanted continue escort could n't head back city alone ended brothel .
Rhaenyra comes around tactfully admitting Daemon took several taverns got drunk lies wanted go home got late Daemon wanted continue escort could n't head back city alone ended brothel .,What is Daemon?,Daemon is a ORG that Rhaenyra comes around tactfully admitting Daemon took several taverns got drunk lies wanted go home got late Daemon wanted continue escort could n't head back city alone ended brothel .
Rhaenyra admits watched show brothel `` spectator '' n't actually anything ( technically true Daemon got cold feet left could sex ) .,Who is Daemon?,Daemon was a PERSON who n't actually anything ( technically true Daemon got cold feet left could sex ) .
Then Daemon ran whore make way back castle anyway .,Who is Daemon?,Daemon was a PERSON who Then Daemon ran whore make way back castle anyway .
Alicent knows Rhaenyra well enough sense whether lying tell something amiss thinks 's fundamentally telling truth n't actually sex Daemon .,Who is Alicent?,Alicent was a PERSON who Alicent knows Rhaenyra well enough sense whether lying tell something amiss thinks 's fundamentally telling truth n't actually sex Daemon .
Alicent still criticizes Rhaenyra foolish go brothel show first place even put position virtue could called question .,Who is Alicent?,Alicent was a PERSON who Alicent still criticizes Rhaenyra foolish go brothel show first place even put position virtue could called question .
Alicent stresses king strived find good match potential suitor ever thought `` sullied '' would ruin potential marriage-alliance need ever .,Who is Alicent?,Alicent was a PERSON who Alicent stresses king strived find good match potential suitor ever thought `` sullied '' would ruin potential marriage-alliance need ever .
Still several hours later somewhat sober Daemon lopes gates Red Keep immediately seized Harrold Westerling two Kingsguard bring audience king .,Who is Harrold Westerling?,Harrold Westerling was a PERSON who Still several hours later somewhat sober Daemon lopes gates Red Keep immediately seized Harrold Westerling two Kingsguard bring audience king .
Still several hours later somewhat sober Daemon lopes gates Red Keep immediately seized Harrold Westerling two Kingsguard bring audience king .,What is Kingsguard?,Kingsguard is a ORG that Still several hours later somewhat sober Daemon lopes gates Red Keep immediately seized Harrold Westerling two Kingsguard bring audience king .
The guards roughly drop still semi-coherent Daemon onto floor throne room .,What is Daemon?,Daemon is a ORG that The guards roughly drop still semi-coherent Daemon onto floor throne room .
The guards leave Viserys appears side doorway .,Where is Viserys?,Viserys is a GPE that The guards leave Viserys appears side doorway .
He accuses Daemon defiled daughter gives swift kick ribs asking even attempt deny .,Who is Daemon?,Daemon was a PERSON who He accuses Daemon defiled daughter gives swift kick ribs asking even attempt deny .
Daemon instead asking matters given two Rhaenyra 's age visited brothels Street Silk .,What is Rhaenyra?,Rhaenyra is a ORG that Daemon instead asking matters given two Rhaenyra 's age visited brothels Street Silk .
Daemon instead asking matters given two Rhaenyra 's age visited brothels Street Silk .,What is the Street Silk?,The Street Silk is a FAC that Daemon instead asking matters given two Rhaenyra 's age visited brothels Street Silk .
Viserys responds young men Rhaenyra girl .,Who is Viserys?,Viserys was a PERSON who Viserys responds young men Rhaenyra girl .
Daemon counters Rhaenyra legally `` woman grown '' half-sarcastically says 's better first experience random whore thus lying Viserys actually sex .,What is Daemon?,Daemon is a ORG that Daemon counters Rhaenyra legally `` woman grown '' half-sarcastically says 's better first experience random whore thus lying Viserys actually sex .
Daemon counters Rhaenyra legally `` woman grown '' half-sarcastically says 's better first experience random whore thus lying Viserys actually sex .,Who is Viserys?,Viserys was a PERSON who Daemon counters Rhaenyra legally `` woman grown '' half-sarcastically says 's better first experience random whore thus lying Viserys actually sex .
Angered Viserys kneels starts strangling Daemon proclaiming ruined lord wed condition .,Who is Daemon?,Daemon was a PERSON who Angered Viserys kneels starts strangling Daemon proclaiming ruined lord wed condition .
Viserys stifles laugh absurdity Daemon already married Rhea Royce .,Who is Viserys?,Viserys was a PERSON who Viserys stifles laugh absurdity Daemon already married Rhea Royce .
Viserys stifles laugh absurdity Daemon already married Rhea Royce .,Who is Daemon?,Daemon was a PERSON who Viserys stifles laugh absurdity Daemon already married Rhea Royce .
Viserys stifles laugh absurdity Daemon already married Rhea Royce .,Who is Rhea Royce?,Rhea Royce was a PERSON who Viserys stifles laugh absurdity Daemon already married Rhea Royce .
Daemon says 'll take second wife polygamously like Aegon Conqueror .,What is Daemon?,Daemon is a ORG that Daemon says 'll take second wife polygamously like Aegon Conqueror .
Daemon says 'll take second wife polygamously like Aegon Conqueror .,Who is Aegon Conqueror?,Aegon Conqueror was a PERSON who Daemon says 'll take second wife polygamously like Aegon Conqueror .
Viserys insulted immediately draws Valyrian steel dagger holds Daemon 's throat kneeling chest says conqueror plague upon house .,Who is Viserys?,Viserys was a PERSON who Viserys insulted immediately draws Valyrian steel dagger holds Daemon 's throat kneeling chest says conqueror plague upon house .
Viserys insulted immediately draws Valyrian steel dagger holds Daemon 's throat kneeling chest says conqueror plague upon house .,What is Daemon?,Daemon is a ORG that Viserys insulted immediately draws Valyrian steel dagger holds Daemon 's throat kneeling chest says conqueror plague upon house .
Daemon continues insist Viserys gives Rhaenyra together restore House Targaryen proper glory .,What is Daemon?,Daemon is a ORG that Daemon continues insist Viserys gives Rhaenyra together restore House Targaryen proper glory .
Daemon continues insist Viserys gives Rhaenyra together restore House Targaryen proper glory .,Who is Viserys?,Viserys was a PERSON who Daemon continues insist Viserys gives Rhaenyra together restore House Targaryen proper glory .
Daemon continues insist Viserys gives Rhaenyra together restore House Targaryen proper glory .,What is House?,House is a ORG that Daemon continues insist Viserys gives Rhaenyra together restore House Targaryen proper glory .
Viserys bitterly accuses 's Rhaenyra Daemon wants Iron Throne .,Who is Viserys?,Viserys was a PERSON who Viserys bitterly accuses 's
Viserys bitterly accuses 's Rhaenyra Daemon wants Iron Throne .,Who is Rhaenyra Daemon?,Rhaenyra Daemon was a PERSON who Rhaenyra Daemon wants Iron Throne .
Viserys bitterly accuses 's Rhaenyra Daemon wants Iron Throne .,What is Iron Throne?,Iron Throne is a ORG that Rhaenyra Daemon wants Iron Throne .
Viserys rises dismissively tells Daemon go back Vale lawful wife try restore scrap honor may left ; makes difference never wants see Daemon again.In chambers rattled Viserys looks balcony city Alicent brings cup wine .,Who is Viserys?,Viserys was a PERSON who Viserys rises dismissively tells Daemon go back Vale lawful wife try restore scrap honor may left ; makes difference never wants see Daemon again.
Viserys rises dismissively tells Daemon go back Vale lawful wife try restore scrap honor may left ; makes difference never wants see Daemon again.In chambers rattled Viserys looks balcony city Alicent brings cup wine .,Who is Daemon?,Daemon was a PERSON who Viserys rises dismissively tells Daemon go back Vale lawful wife try restore scrap honor may left ; makes difference never wants see Daemon again.
Viserys rises dismissively tells Daemon go back Vale lawful wife try restore scrap honor may left ; makes difference never wants see Daemon again.In chambers rattled Viserys looks balcony city Alicent brings cup wine .,Where is Vale?,Vale is a GPE that Viserys rises dismissively tells Daemon go back Vale lawful wife try restore scrap honor may left ; makes difference never wants see Daemon again.
Viserys rises dismissively tells Daemon go back Vale lawful wife try restore scrap honor may left ; makes difference never wants see Daemon again.In chambers rattled Viserys looks balcony city Alicent brings cup wine .,Who is Daemon?,Daemon was a PERSON who Viserys rises dismissively tells Daemon go back Vale lawful wife try restore scrap honor may left ; makes difference never wants see Daemon again.
Viserys rises dismissively tells Daemon go back Vale lawful wife try restore scrap honor may left ; makes difference never wants see Daemon again.In chambers rattled Viserys looks balcony city Alicent brings cup wine .,Where is Viserys?,Viserys is a GPE that In chambers rattled Viserys looks balcony city Alicent brings cup wine .
Viserys rises dismissively tells Daemon go back Vale lawful wife try restore scrap honor may left ; makes difference never wants see Daemon again.In chambers rattled Viserys looks balcony city Alicent brings cup wine .,Who is Alicent?,Alicent was a PERSON who In chambers rattled Viserys looks balcony city Alicent brings cup wine .
Alicent says talked Rhaenyra : denied sex Daemon n't known deceitful .,Who is Alicent?,Alicent was a PERSON who Alicent says talked Rhaenyra : denied sex Daemon n't known deceitful .
More importantly Alicent points Daemon pervasively lies openly claiming sex Rhaenyra means probably n't true .,Who is Alicent?,Alicent was a PERSON who More importantly Alicent points Daemon pervasively lies openly claiming sex Rhaenyra means probably n't true .
More importantly Alicent points Daemon pervasively lies openly claiming sex Rhaenyra means probably n't true .,Who is Daemon?,Daemon was a PERSON who More importantly Alicent points Daemon pervasively lies openly claiming sex Rhaenyra means probably n't true .
Viserys baffled claiming things could possibly serve Alicent suggests Daemon 's entire goal taunt older brother disinheriting .,Who is Viserys?,Viserys was a PERSON who Viserys baffled claiming things could possibly serve Alicent suggests Daemon 's entire goal taunt older brother disinheriting .
Viserys baffled claiming things could possibly serve Alicent suggests Daemon 's entire goal taunt older brother disinheriting .,Who is Alicent?,Alicent was a PERSON who Viserys baffled claiming things could possibly serve Alicent suggests Daemon 's entire goal taunt older brother disinheriting .
Viserys baffled claiming things could possibly serve Alicent suggests Daemon 's entire goal taunt older brother disinheriting .,What is Daemon?,Daemon is a ORG that Viserys baffled claiming things could possibly serve Alicent suggests Daemon 's entire goal taunt older brother disinheriting .
Viserys says whatever happened still sense Rhaenyra innocent wrongdoing .,Who is Viserys?,Viserys was a PERSON who Viserys says whatever happened still sense Rhaenyra innocent wrongdoing .
Alicent earnestly insists Rhaenyra swore remains maiden believes .,Who is Alicent?,Alicent was a PERSON who Alicent earnestly insists Rhaenyra swore remains maiden believes .
Viserys heating Valyrian steel dagger brazier fire .,Where is Viserys?,Viserys is a GPE that Viserys heating Valyrian steel dagger brazier fire .
He explains dagger carried Aegon Conqueror generations Aenar Targaryen left Valyria .,Who is Aegon Conqueror?,Aegon Conqueror was a PERSON who He explains dagger carried Aegon Conqueror generations Aenar Targaryen left Valyria .
He explains dagger carried Aegon Conqueror generations Aenar Targaryen left Valyria .,Who is Aenar Targaryen?,Aenar Targaryen was a PERSON who He explains dagger carried Aegon Conqueror generations Aenar Targaryen left Valyria .
He explains dagger carried Aegon Conqueror generations Aenar Targaryen left Valyria .,Where is Valyria?,Valyria is a GPE that He explains dagger carried Aegon Conqueror generations Aenar Targaryen left Valyria .
Before Aegon Conqueror died Viserys explains realized apocalyptic winter saw dragon dream would happen lifetime sought pass warning future generations dynasty : addition passing story king heir Aegon also commissioned last old Valyrian pyromancers etch hidden message onto personal dagger visible heated red-hot .,Who is Aegon Conqueror?,Aegon Conqueror was a PERSON who Before Aegon Conqueror died Viserys explains realized apocalyptic winter saw dragon dream would happen lifetime sought pass warning future generations dynasty : addition passing story king heir Aegon also commissioned last old Valyrian pyromancers etch hidden message onto personal dagger
Before Aegon Conqueror died Viserys explains realized apocalyptic winter saw dragon dream would happen lifetime sought pass warning future generations dynasty : addition passing story king heir Aegon also commissioned last old Valyrian pyromancers etch hidden message onto personal dagger visible heated red-hot .,Who is Viserys?,Viserys was a PERSON who Before Aegon Conqueror died Viserys explains realized apocalyptic winter saw dragon dream would happen lifetime sought pass warning future generations dynasty : addition passing story king heir Aegon also commissioned last old Valyrian pyromancers etch hidden message onto personal dagger
Before Aegon Conqueror died Viserys explains realized apocalyptic winter saw dragon dream would happen lifetime sought pass warning future generations dynasty : addition passing story king heir Aegon also commissioned last old Valyrian pyromancers etch hidden message onto personal dagger visible heated red-hot .,Where is Aegon?,Aegon is a GPE that Before Aegon Conqueror died Viserys explains realized apocalyptic winter saw dragon dream would happen lifetime sought pass warning future generations dynasty : addition passing story king heir Aegon also commissioned last old Valyrian pyromancers etch hidden message onto personal dagger
He hands heated dagger Rhaenyra reads High Valyrian glyphs : blood come Prince That Was Promised Song Ice Fire.Viserys says responsibility handed Rhaenyra burden knowledge larger throne desires .,Who is Viserys?,Viserys was a PERSON who Viserys says responsibility handed Rhaenyra burden knowledge larger throne desires .
Viserys says Jaehaerys would disinherited luxury .,Where is Viserys?,Viserys is a GPE that Viserys says Jaehaerys would disinherited luxury .
Viserys says Jaehaerys would disinherited luxury .,Who is Jaehaerys?,Jaehaerys was a PERSON who Viserys says Jaehaerys would disinherited luxury .
Enough people already heard gossip least sighted brothel Daemon willing entertain rumor actually sex .,What is Daemon?,Daemon is a ORG that Enough people already heard gossip least sighted brothel Daemon willing entertain rumor actually sex .
Viserys bluntly says 's right born woman means .,Who is Viserys?,Viserys was a PERSON who Viserys bluntly says 's right born woman means .
Viserys explains would disinherit Rhaenyra name Aegon heir place duty hold realm together ( White Walkers ever return ) .,Who is Viserys?,Viserys was a PERSON who Viserys explains would disinherit Rhaenyra name Aegon heir place duty hold realm together ( White Walkers ever return ) .
Viserys explains would disinherit Rhaenyra name Aegon heir place duty hold realm together ( White Walkers ever return ) .,Where is Aegon?,Aegon is a GPE that Viserys explains would disinherit Rhaenyra name Aegon heir place duty hold realm together ( White Walkers ever return ) .
They verge civil war House Velaryon needs marriage-alliance families unite back rest realm .,What is House Velaryon?,House Velaryon is a ORG that They verge civil war House Velaryon needs marriage-alliance families unite back rest realm .
He commands Rhaenyra marry Corlys 's son Laenor Velaryon Lord Corlys accept match Rhaenyra anything less named heir Iron Throne.Rhaenyra agrees without protest one condition : Viserys removes Otto Hightower Hand King .,Who is Corlys?,Corlys was a PERSON who He commands Rhaenyra marry Corlys 's son Laenor Velaryon Lord Corlys accept match Rhaenyra anything less named heir Iron Throne.
