context,questions,answers
When Corlys brings pirates fear Westeros Daemon 's occupation Dragonstone army gold cloaks n't responded crown Otto warns may seat council table king 's equal .,Where is Westeros Daemon 's?,Westeros Daemon 's is a GPE that When Corlys brings pirates fear Westeros Daemon 's occupation Dragonstone army gold cloaks n't responded crown Otto warns may seat council table king 's equal .
When Corlys brings pirates fear Westeros Daemon 's occupation Dragonstone army gold cloaks n't responded crown Otto warns may seat council table king 's equal .,What is Dragonstone?,Dragonstone is a ORG that When Corlys brings pirates fear Westeros Daemon 's occupation Dragonstone army gold cloaks n't responded crown Otto warns may seat council table king 's equal .
When Corlys brings pirates fear Westeros Daemon 's occupation Dragonstone army gold cloaks n't responded crown Otto warns may seat council table king 's equal .,Who is Otto?,Otto was a PERSON who When Corlys brings pirates fear Westeros Daemon 's occupation Dragonstone army gold cloaks n't responded crown Otto warns may seat council table king 's equal .
Princess Rhaenyra interjects suggesting use dragonriders take Stepstones Otto 's urging Viserys orders inspect choose prospective replacements Ser Ryam Redwyne instead.In Maegor 's Holdfast Otto arrives Harrold presents candidates Rhaenyra .,Who is Stepstones Otto 's?,Stepstones Otto 's was a PERSON who Princess Rhaenyra interjects suggesting use dragonriders take Stepstones Otto 's urging Viserys orders inspect choose prospective replacements Ser Ryam Redwyne instead.
Princess Rhaenyra interjects suggesting use dragonriders take Stepstones Otto 's urging Viserys orders inspect choose prospective replacements Ser Ryam Redwyne instead.In Maegor 's Holdfast Otto arrives Harrold presents candidates Rhaenyra .,Who is Viserys?,Viserys was a PERSON who Princess Rhaenyra interjects suggesting use dragonriders take Stepstones Otto 's urging Viserys orders inspect choose prospective replacements Ser Ryam Redwyne instead.
Princess Rhaenyra interjects suggesting use dragonriders take Stepstones Otto 's urging Viserys orders inspect choose prospective replacements Ser Ryam Redwyne instead.In Maegor 's Holdfast Otto arrives Harrold presents candidates Rhaenyra .,Who is Maegor?,Maegor was a PERSON who In Maegor 's Holdfast Otto arrives Harrold presents candidates Rhaenyra .
Princess Rhaenyra interjects suggesting use dragonriders take Stepstones Otto 's urging Viserys orders inspect choose prospective replacements Ser Ryam Redwyne instead.In Maegor 's Holdfast Otto arrives Harrold presents candidates Rhaenyra .,Who is Otto?,Otto was a PERSON who In Maegor 's Holdfast Otto arrives Harrold presents candidates Rhaenyra .
Princess Rhaenyra interjects suggesting use dragonriders take Stepstones Otto 's urging Viserys orders inspect choose prospective replacements Ser Ryam Redwyne instead.In Maegor 's Holdfast Otto arrives Harrold presents candidates Rhaenyra .,Who is Harrold?,Harrold was a PERSON who In Maegor 's Holdfast Otto arrives Harrold presents candidates Rhaenyra .
Otto instructs Rhaenyra say far interacting .,Who is Otto?,Otto was a PERSON who Otto instructs Rhaenyra say far interacting .
Otto protests Rhaenyra picks Ser Criston Cole vacancy stating politically valuable candidate chosen Rhaenyra rejects.Otto chambers Viserys Grand Maester Mellos attending infected wound king 's finger Iron Throne .,Who is Otto?,Otto was a PERSON who Otto protests Rhaenyra picks Ser Criston Cole vacancy stating politically valuable candidate chosen Rhaenyra rejects.
Otto protests Rhaenyra picks Ser Criston Cole vacancy stating politically valuable candidate chosen Rhaenyra rejects.Otto chambers Viserys Grand Maester Mellos attending infected wound king 's finger Iron Throne .,Who is Ser Criston Cole?,Ser Criston Cole was a PERSON who Otto protests Rhaenyra picks Ser Criston Cole vacancy stating politically valuable candidate chosen Rhaenyra rejects.
Otto protests Rhaenyra picks Ser Criston Cole vacancy stating politically valuable candidate chosen Rhaenyra rejects.Otto chambers Viserys Grand Maester Mellos attending infected wound king 's finger Iron Throne .,Who is Otto?,Otto was a PERSON who Otto chambers Viserys Grand Maester Mellos attending infected wound king 's finger Iron Throne .
Otto protests Rhaenyra picks Ser Criston Cole vacancy stating politically valuable candidate chosen Rhaenyra rejects.Otto chambers Viserys Grand Maester Mellos attending infected wound king 's finger Iron Throne .,Who is Viserys Grand Maester Mellos?,Viserys Grand Maester Mellos was a PERSON who Otto chambers Viserys Grand Maester Mellos attending infected wound king 's finger Iron Throne .
Otto protests Rhaenyra picks Ser Criston Cole vacancy stating politically valuable candidate chosen Rhaenyra rejects.Otto chambers Viserys Grand Maester Mellos attending infected wound king 's finger Iron Throne .,What is Iron Throne?,Iron Throne is a ORG that Otto chambers Viserys Grand Maester Mellos attending infected wound king 's finger Iron Throne .
Otto informed king Corlys Princess Rhaenys put forward marriage proposal daughter Lady Laena Velaryon asked advise .,Who is Otto?,Otto was a PERSON who Otto informed king Corlys Princess Rhaenys put forward marriage proposal daughter Lady Laena Velaryon asked advise .
Otto informed king Corlys Princess Rhaenys put forward marriage proposal daughter Lady Laena Velaryon asked advise .,Who is Corlys Princess?,Corlys Princess was a PERSON who Otto informed king Corlys Princess Rhaenys put forward marriage proposal daughter Lady Laena Velaryon asked advise .
Otto informed king Corlys Princess Rhaenys put forward marriage proposal daughter Lady Laena Velaryon asked advise .,Who is Laena Velaryon?,Laena Velaryon was a PERSON who Otto informed king Corlys Princess Rhaenys put forward marriage proposal daughter Lady Laena Velaryon asked advise .
Otto states Corlys overreached matter put council well Laena young .,Who is Otto?,Otto was a PERSON who Otto states Corlys overreached matter put council well
Otto states Corlys overreached matter put council well Laena young .,Who is Corlys?,Corlys was a PERSON who Otto states Corlys overreached matter put council well
Otto states Corlys overreached matter put council well Laena young .,What is Laena?,Laena is a ORG that Laena young .
Mellos acknowledges match would heal wound made Great Council 101 AC House Targaryen House Velaryon .,Who is Mellos?,Mellos was a PERSON who Mellos acknowledges match would heal wound made Great Council 101 AC House Targaryen House Velaryon .
Mellos acknowledges match would heal wound made Great Council 101 AC House Targaryen House Velaryon .,What is Great Council?,Great Council is a ORG that Mellos acknowledges match would heal wound made Great Council 101 AC House Targaryen House Velaryon .
Mellos acknowledges match would heal wound made Great Council 101 AC House Targaryen House Velaryon .,What is House?,House is a ORG that Mellos acknowledges match would heal wound made Great Council 101 AC House Targaryen House Velaryon .
Otto agrees Grand Maester 's reasoning brings pain passing wife envy Viserys forced remarry duty realm.Otto interrupts private meeting Viserys Alicent notify king summoned Small Council .,Who is Otto?,Otto was a PERSON who Otto agrees Grand Maester 's reasoning brings pain passing wife envy Viserys forced remarry duty realm.
Otto agrees Grand Maester 's reasoning brings pain passing wife envy Viserys forced remarry duty realm.Otto interrupts private meeting Viserys Alicent notify king summoned Small Council .,What is Grand Maester 's?,Grand Maester 's is a ORG that Otto agrees Grand Maester 's reasoning brings pain passing wife envy Viserys forced remarry duty realm.
Otto agrees Grand Maester 's reasoning brings pain passing wife envy Viserys forced remarry duty realm.Otto interrupts private meeting Viserys Alicent notify king summoned Small Council .,Who is Viserys?,Viserys was a PERSON who Otto agrees Grand Maester 's reasoning brings pain passing wife envy Viserys forced remarry duty realm.
Otto agrees Grand Maester 's reasoning brings pain passing wife envy Viserys forced remarry duty realm.Otto interrupts private meeting Viserys Alicent notify king summoned Small Council .,Who is Otto?,Otto was a PERSON who Otto interrupts private meeting Viserys Alicent notify king summoned Small Council .
Otto agrees Grand Maester 's reasoning brings pain passing wife envy Viserys forced remarry duty realm.Otto interrupts private meeting Viserys Alicent notify king summoned Small Council .,Who is Viserys Alicent?,Viserys Alicent was a PERSON who Otto interrupts private meeting Viserys Alicent notify king summoned Small Council .
Otto agrees Grand Maester 's reasoning brings pain passing wife envy Viserys forced remarry duty realm.Otto interrupts private meeting Viserys Alicent notify king summoned Small Council .,What is Small Council?,Small Council is a ORG that Otto interrupts private meeting Viserys Alicent notify king summoned Small Council .
In council chamber one Dragonkeepers informs Prince Daemon stolen dragon egg one Rhaenyra picked Prince Baelon 's cradle Dragonpit .,What is Dragonkeepers?,Dragonkeepers is a ORG that In council chamber one Dragonkeepers informs Prince Daemon stolen dragon egg one Rhaenyra picked Prince Baelon 's cradle Dragonpit .
In council chamber one Dragonkeepers informs Prince Daemon stolen dragon egg one Rhaenyra picked Prince Baelon 's cradle Dragonpit .,Who is Prince Daemon?,Prince Daemon was a PERSON who In council chamber one Dragonkeepers informs Prince Daemon stolen dragon egg one Rhaenyra picked Prince Baelon 's cradle Dragonpit .
In council chamber one Dragonkeepers informs Prince Daemon stolen dragon egg one Rhaenyra picked Prince Baelon 's cradle Dragonpit .,What is Prince Baelon 's cradle Dragonpit?,Prince Baelon 's cradle Dragonpit is a ORG that In council chamber one Dragonkeepers informs Prince Daemon stolen dragon egg one Rhaenyra picked Prince Baelon 's cradle Dragonpit .
The king declares Otto assemble detachment guards intends remove Daemon Dragonstone personally Otto insists dangerous Viserys go volunteering go place.Later chambers Otto putting armor daughter 's help .,Who is Otto?,Otto was a PERSON who The king declares Otto assemble detachment guards intends remove Daemon Dragonstone personally Otto insists dangerous Viserys go volunteering go place.
The king declares Otto assemble detachment guards intends remove Daemon Dragonstone personally Otto insists dangerous Viserys go volunteering go place.Later chambers Otto putting armor daughter 's help .,What is Daemon Dragonstone?,Daemon Dragonstone is a ORG that The king declares Otto assemble detachment guards intends remove Daemon Dragonstone personally Otto insists dangerous Viserys go volunteering go place.
The king declares Otto assemble detachment guards intends remove Daemon Dragonstone personally Otto insists dangerous Viserys go volunteering go place.Later chambers Otto putting armor daughter 's help .,Who is Otto?,Otto was a PERSON who The king declares Otto assemble detachment guards intends remove Daemon Dragonstone personally Otto insists dangerous Viserys go volunteering go place.
The king declares Otto assemble detachment guards intends remove Daemon Dragonstone personally Otto insists dangerous Viserys go volunteering go place.Later chambers Otto putting armor daughter 's help .,Who is Viserys?,Viserys was a PERSON who The king declares Otto assemble detachment guards intends remove Daemon Dragonstone personally Otto insists dangerous Viserys go volunteering go place.
The king declares Otto assemble detachment guards intends remove Daemon Dragonstone personally Otto insists dangerous Viserys go volunteering go place.Later chambers Otto putting armor daughter 's help .,Who is Otto?,Otto was a PERSON who Later chambers Otto putting armor daughter 's help .
He asks Alicent comely girl court hurts hands inquires visiting king tonight .,Who is Alicent?,Alicent was a PERSON who He asks Alicent comely girl court hurts hands inquires visiting king tonight .
Ser Criston arrives report gathered twenty Hand 's guard Ser Harrold joining them.At Dragonstone Otto leads detachment along bridge leading castle intercepted Daemon gold cloaks .,What is Ser Criston?,Ser Criston is a ORG that Ser Criston arrives report gathered twenty Hand 's guard Ser Harrold joining them.
Ser Criston arrives report gathered twenty Hand 's guard Ser Harrold joining them.At Dragonstone Otto leads detachment along bridge leading castle intercepted Daemon gold cloaks .,What is Ser Harrold?,Ser Harrold is a ORG that Ser Criston arrives report gathered twenty Hand 's guard Ser Harrold joining them.
Ser Criston arrives report gathered twenty Hand 's guard Ser Harrold joining them.At Dragonstone Otto leads detachment along bridge leading castle intercepted Daemon gold cloaks .,Who is Dragonstone Otto?,Dragonstone Otto was a PERSON who At Dragonstone Otto leads detachment along bridge leading castle intercepted Daemon gold cloaks .
Otto proclaims Daemon relinquish control island return stolen dragon egg disband private army banish Mysaria side .,Who is Otto?,Otto was a PERSON who Otto proclaims Daemon relinquish control island return stolen dragon egg disband private army banish Mysaria side .
Otto proclaims Daemon relinquish control island return stolen dragon egg disband private army banish Mysaria side .,What is Daemon?,Daemon is a ORG that Otto proclaims Daemon relinquish control island return stolen dragon egg disband private army banish Mysaria side .
Otto proclaims Daemon relinquish control island return stolen dragon egg disband private army banish Mysaria side .,Where is Mysaria?,Mysaria is a GPE that Otto proclaims Daemon relinquish control island return stolen dragon egg disband private army banish Mysaria side .
Prince Daemon asks king Otto replies Viserys would lower entertain `` mummer 's farce '' telling Daemon pathetic desperate older brother 's attention .,Who is Prince Daemon?,Prince Daemon was a PERSON who Prince Daemon asks king Otto replies Viserys would lower entertain `` mummer 's farce '' telling Daemon pathetic desperate older brother 's attention .
Prince Daemon asks king Otto replies Viserys would lower entertain `` mummer 's farce '' telling Daemon pathetic desperate older brother 's attention .,Who is Otto?,Otto was a PERSON who Prince Daemon asks king Otto replies Viserys would lower entertain `` mummer 's farce '' telling Daemon pathetic desperate older brother 's attention .
Prince Daemon asks king Otto replies Viserys would lower entertain `` mummer 's farce '' telling Daemon pathetic desperate older brother 's attention .,Who is Viserys?,Viserys was a PERSON who Prince Daemon asks king Otto replies Viserys would lower entertain `` mummer 's farce '' telling Daemon pathetic desperate older brother 's attention .
Prince Daemon asks king Otto replies Viserys would lower entertain `` mummer 's farce '' telling Daemon pathetic desperate older brother 's attention .,Who is Daemon?,Daemon was a PERSON who Prince Daemon asks king Otto replies Viserys would lower entertain `` mummer 's farce '' telling Daemon pathetic desperate older brother 's attention .
Daemon insists merely following Targaryen traditions placing egg cradle unborn child Mysaria .,What is Daemon?,Daemon is a ORG that Daemon insists merely following Targaryen traditions placing egg cradle unborn child Mysaria .
Daemon insists merely following Targaryen traditions placing egg cradle unborn child Mysaria .,Who is Mysaria?,Mysaria was a PERSON who Daemon insists merely following Targaryen traditions placing egg cradle unborn child Mysaria .
Otto retorts back traditions trueborn royalty rather bastards .,Who is Otto?,Otto was a PERSON who Otto retorts back traditions trueborn royalty rather bastards .
He proclaims Daemon 's union Mysaria abomination soiling brother 's reign .,What is Daemon?,Daemon is a ORG that He proclaims Daemon 's union Mysaria abomination soiling brother 's reign .
He proclaims Daemon 's union Mysaria abomination soiling brother 's reign .,Who is Mysaria?,Mysaria was a PERSON who He proclaims Daemon 's union Mysaria abomination soiling brother 's reign .
Otto calls men City Watch present asking wish continue following prince treason .,Who is Otto?,Otto was a PERSON who Otto calls men City Watch present asking wish continue following prince treason .
Otto calls men City Watch present asking wish continue following prince treason .,What is City Watch?,City Watch is a ORG that Otto calls men City Watch present asking wish continue following prince treason .
Daemon responds loyal challenges Otto take egg hand Otto proclaiming violence King 's Hand would declare war Viserys .,What is Daemon?,Daemon is a ORG that Daemon responds loyal challenges Otto take egg hand Otto proclaiming violence King 's Hand would declare war Viserys .
Daemon responds loyal challenges Otto take egg hand Otto proclaiming violence King 's Hand would declare war Viserys .,Who is Otto?,Otto was a PERSON who Daemon responds loyal challenges Otto take egg hand Otto proclaiming violence King 's Hand would declare war Viserys .
Daemon responds loyal challenges Otto take egg hand Otto proclaiming violence King 's Hand would declare war Viserys .,Who is Otto?,Otto was a PERSON who Daemon responds loyal challenges Otto take egg hand Otto proclaiming violence King 's Hand would declare war Viserys .
Daemon responds loyal challenges Otto take egg hand Otto proclaiming violence King 's Hand would declare war Viserys .,What is King 's Hand?,King 's Hand is a ORG that Daemon responds loyal challenges Otto take egg hand Otto proclaiming violence King 's Hand would declare war Viserys .
Daemon responds loyal challenges Otto take egg hand Otto proclaiming violence King 's Hand would declare war Viserys .,Where is Viserys?,Viserys is a GPE that Daemon responds loyal challenges Otto take egg hand Otto proclaiming violence King 's Hand would declare war Viserys .
When states confrontation could kill Daemon 's unborn child mother Daemon draws Dark Sister prompting rest sides draw weapons though Otto orders men sheathe swords Caraxes appears .,What is Daemon?,Daemon is a ORG that When states confrontation could kill Daemon 's unborn child mother Daemon draws Dark Sister prompting rest sides draw weapons though Otto orders men sheathe swords Caraxes appears .
When states confrontation could kill Daemon 's unborn child mother Daemon draws Dark Sister prompting rest sides draw weapons though Otto orders men sheathe swords Caraxes appears .,Who is Daemon?,Daemon was a PERSON who When states confrontation could kill Daemon 's unborn child mother Daemon draws Dark Sister prompting rest sides draw weapons though Otto orders men sheathe swords Caraxes appears .
When states confrontation could kill Daemon 's unborn child mother Daemon draws Dark Sister prompting rest sides draw weapons though Otto orders men sheathe swords Caraxes appears .,Who is Otto?,Otto was a PERSON who When states confrontation could kill Daemon 's unborn child mother Daemon draws Dark Sister prompting rest sides draw weapons though Otto orders men sheathe swords Caraxes appears .
When states confrontation could kill Daemon 's unborn child mother Daemon draws Dark Sister prompting rest sides draw weapons though Otto orders men sheathe swords Caraxes appears .,What is Caraxes?,Caraxes is a ORG that When states confrontation could kill Daemon 's unborn child mother Daemon draws Dark Sister prompting rest sides draw weapons though Otto orders men sheathe swords Caraxes appears .
Before spiral open conflict Rhaenyra arrives Syrax .,What is Syrax?,Syrax is a ORG that Before spiral open conflict Rhaenyra arrives Syrax .
Otto inquires princess orders Criston escort safety Rhaenyra responds stop bloodshed ignores Otto 's objection.The next day Otto daughter summoned meeting Small Council King Viserys announces intention marry Alicent Hightower spring 's end .,Who is Otto?,Otto was a PERSON who Otto inquires princess orders Criston escort safety Rhaenyra responds stop bloodshed ignores Otto 's objection.
Otto inquires princess orders Criston escort safety Rhaenyra responds stop bloodshed ignores Otto 's objection.The next day Otto daughter summoned meeting Small Council King Viserys announces intention marry Alicent Hightower spring 's end .,What is Criston?,Criston is a ORG that Otto inquires princess orders Criston escort safety Rhaenyra responds stop bloodshed ignores Otto 's objection.
Otto inquires princess orders Criston escort safety Rhaenyra responds stop bloodshed ignores Otto 's objection.The next day Otto daughter summoned meeting Small Council King Viserys announces intention marry Alicent Hightower spring 's end .,Who is Otto?,Otto was a PERSON who Otto inquires princess orders Criston escort safety Rhaenyra responds stop bloodshed ignores Otto 's objection.
Otto inquires princess orders Criston escort safety Rhaenyra responds stop bloodshed ignores Otto 's objection.The next day Otto daughter summoned meeting Small Council King Viserys announces intention marry Alicent Hightower spring 's end .,When did The next day happen?,The next day was a DATE that The next day Otto daughter summoned meeting Small Council King Viserys announces intention marry Alicent Hightower spring 's end .
Otto inquires princess orders Criston escort safety Rhaenyra responds stop bloodshed ignores Otto 's objection.The next day Otto daughter summoned meeting Small Council King Viserys announces intention marry Alicent Hightower spring 's end .,Who is Otto?,Otto was a PERSON who The next day Otto daughter summoned meeting Small Council King Viserys announces intention marry Alicent Hightower spring 's end .
Otto inquires princess orders Criston escort safety Rhaenyra responds stop bloodshed ignores Otto 's objection.The next day Otto daughter summoned meeting Small Council King Viserys announces intention marry Alicent Hightower spring 's end .,What is Small Council?,Small Council is a ORG that The next day Otto daughter summoned meeting Small Council King Viserys announces intention marry Alicent Hightower spring 's end .
Otto inquires princess orders Criston escort safety Rhaenyra responds stop bloodshed ignores Otto 's objection.The next day Otto daughter summoned meeting Small Council King Viserys announces intention marry Alicent Hightower spring 's end .,Who is Alicent Hightower?,Alicent Hightower was a PERSON who The next day Otto daughter summoned meeting Small Council King Viserys announces intention marry Alicent Hightower spring 's end .
Otto inquires princess orders Criston escort safety Rhaenyra responds stop bloodshed ignores Otto 's objection.The next day Otto daughter summoned meeting Small Council King Viserys announces intention marry Alicent Hightower spring 's end .,When did spring 's end happen?,spring 's end was a DATE that The next day Otto daughter summoned meeting Small Council King Viserys announces intention marry Alicent Hightower spring 's end .
Lord Corlys outraged daughter rejected marches council chamber Otto gives satisfied look.A year daughter 's marriage Viserys gives birth son Aegon Targaryen .,Who is Corlys?,Corlys was a PERSON who Lord Corlys outraged daughter rejected marches council chamber Otto gives satisfied look.
Lord Corlys outraged daughter rejected marches council chamber Otto gives satisfied look.A year daughter 's marriage Viserys gives birth son Aegon Targaryen .,Who is Viserys?,Viserys was a PERSON who A year daughter 's marriage Viserys gives birth son Aegon Targaryen .
Lord Corlys outraged daughter rejected marches council chamber Otto gives satisfied look.A year daughter 's marriage Viserys gives birth son Aegon Targaryen .,Who is Aegon Targaryen?,Aegon Targaryen was a PERSON who A year daughter 's marriage Viserys gives birth son Aegon Targaryen .
On Prince Aegon 's second nameday Otto joins royal hunt arranged Viserys .,Where is Aegon?,Aegon is a GPE that On Prince Aegon 's second nameday Otto joins royal hunt arranged Viserys .
On Prince Aegon 's second nameday Otto joins royal hunt arranged Viserys .,Who is Otto?,Otto was a PERSON who On Prince Aegon 's second nameday Otto joins royal hunt arranged Viserys .
On Prince Aegon 's second nameday Otto joins royal hunt arranged Viserys .,Where is Viserys?,Viserys is a GPE that On Prince Aegon 's second nameday Otto joins royal hunt arranged Viserys .
Otto pressured brother Lord Hobert Hightower convince Viserys name Aegon heir Rhaenyra would place member dynasty Iron Throne .,Who is Otto?,Otto was a PERSON who Otto pressured brother Lord Hobert Hightower convince Viserys name Aegon heir Rhaenyra would place member dynasty Iron Throne .
Otto pressured brother Lord Hobert Hightower convince Viserys name Aegon heir Rhaenyra would place member dynasty Iron Throne .,Who is Hobert Hightower?,Hobert Hightower was a PERSON who Otto pressured brother Lord Hobert Hightower convince Viserys name Aegon heir Rhaenyra would place member dynasty Iron Throne .
Otto pressured brother Lord Hobert Hightower convince Viserys name Aegon heir Rhaenyra would place member dynasty Iron Throne .,Where is Viserys?,Viserys is a GPE that Otto pressured brother Lord Hobert Hightower convince Viserys name Aegon heir Rhaenyra would place member dynasty Iron Throne .
Otto pressured brother Lord Hobert Hightower convince Viserys name Aegon heir Rhaenyra would place member dynasty Iron Throne .,Where is Aegon?,Aegon is a GPE that Otto pressured brother Lord Hobert Hightower convince Viserys name Aegon heir Rhaenyra would place member dynasty Iron Throne .
Otto pressured brother Lord Hobert Hightower convince Viserys name Aegon heir Rhaenyra would place member dynasty Iron Throne .,What is Iron Throne?,Iron Throne is a ORG that Otto pressured brother Lord Hobert Hightower convince Viserys name Aegon heir Rhaenyra would place member dynasty Iron Throne .
Otto expresses doubts Viserys easily convinced .,Who is Otto?,Otto was a PERSON who Otto expresses doubts Viserys easily convinced .
Otto expresses doubts Viserys easily convinced .,Who is Viserys?,Viserys was a PERSON who Otto expresses doubts Viserys easily convinced .
When Ser Tyland Lannister counsels Viserys send aid Stepstones Otto steps reminding Daemon Lord Corlys started war without crown ’ leave would make crown look weak intervene long.When hunting party arrives Kingswood Otto joins gathered lords ladies applauding king queen prince emerge carriage.Otto interrupts argument Viserys Rhaenyra inform king white hart sighted .,Who is Viserys?,Viserys was a PERSON who When Ser Tyland Lannister counsels Viserys send aid Stepstones Otto steps reminding Daemon Lord Corlys started war without crown ’ leave would make crown look weak intervene long.
When Ser Tyland Lannister counsels Viserys send aid Stepstones Otto steps reminding Daemon Lord Corlys started war without crown ’ leave would make crown look weak intervene long.When hunting party arrives Kingswood Otto joins gathered lords ladies applauding king queen prince emerge carriage.Otto interrupts argument Viserys Rhaenyra inform king white hart sighted .,Who is Stepstones Otto?,Stepstones Otto was a PERSON who When Ser Tyland Lannister counsels Viserys send aid Stepstones Otto steps reminding Daemon Lord Corlys started war without crown ’ leave would make crown look weak intervene long.
When Ser Tyland Lannister counsels Viserys send aid Stepstones Otto steps reminding Daemon Lord Corlys started war without crown ’ leave would make crown look weak intervene long.When hunting party arrives Kingswood Otto joins gathered lords ladies applauding king queen prince emerge carriage.Otto interrupts argument Viserys Rhaenyra inform king white hart sighted .,Who is Daemon?,Daemon was a PERSON who When Ser Tyland Lannister counsels Viserys send aid Stepstones Otto steps reminding Daemon Lord Corlys started war without crown ’ leave would make crown look weak intervene long.
When Ser Tyland Lannister counsels Viserys send aid Stepstones Otto steps reminding Daemon Lord Corlys started war without crown ’ leave would make crown look weak intervene long.When hunting party arrives Kingswood Otto joins gathered lords ladies applauding king queen prince emerge carriage.Otto interrupts argument Viserys Rhaenyra inform king white hart sighted .,Who is Corlys?,Corlys was a PERSON who When Ser Tyland Lannister counsels Viserys send aid Stepstones Otto steps reminding Daemon Lord Corlys started war without crown ’ leave would make crown look weak intervene long.
When Ser Tyland Lannister counsels Viserys send aid Stepstones Otto steps reminding Daemon Lord Corlys started war without crown ’ leave would make crown look weak intervene long.When hunting party arrives Kingswood Otto joins gathered lords ladies applauding king queen prince emerge carriage.Otto interrupts argument Viserys Rhaenyra inform king white hart sighted .,Who is Kingswood Otto?,Kingswood Otto was a PERSON who When hunting party arrives Kingswood Otto joins gathered lords ladies applauding king queen prince emerge carriage.
When Ser Tyland Lannister counsels Viserys send aid Stepstones Otto steps reminding Daemon Lord Corlys started war without crown ’ leave would make crown look weak intervene long.When hunting party arrives Kingswood Otto joins gathered lords ladies applauding king queen prince emerge carriage.Otto interrupts argument Viserys Rhaenyra inform king white hart sighted .,Who is Viserys Rhaenyra?,Viserys Rhaenyra was a PERSON who Otto interrupts argument Viserys Rhaenyra inform king white hart sighted .
When Ser Tyland Lannister counsels Viserys send aid Stepstones Otto steps reminding Daemon Lord Corlys started war without crown ’ leave would make crown look weak intervene long.When hunting party arrives Kingswood Otto joins gathered lords ladies applauding king queen prince emerge carriage.Otto interrupts argument Viserys Rhaenyra inform king white hart sighted .,What is white hart?,white hart is a ORG that Otto interrupts argument Viserys Rhaenyra inform king white hart sighted .
As white hart considered symbol royalty Otto tries convince Viserys appearance Prince Aegon 's nameday sign gods Aegon rule.That night Otto informs Viserys Royal Huntsman trail white hart sent hounds .,Who is Otto?,Otto was a PERSON who As white hart considered symbol royalty Otto tries convince Viserys appearance Prince Aegon 's nameday sign gods Aegon rule.
As white hart considered symbol royalty Otto tries convince Viserys appearance Prince Aegon 's nameday sign gods Aegon rule.That night Otto informs Viserys Royal Huntsman trail white hart sent hounds .,Who is Viserys?,Viserys was a PERSON who As white hart considered symbol royalty Otto tries convince Viserys appearance Prince Aegon 's nameday sign gods Aegon rule.
As white hart considered symbol royalty Otto tries convince Viserys appearance Prince Aegon 's nameday sign gods Aegon rule.That night Otto informs Viserys Royal Huntsman trail white hart sent hounds .,Where is Aegon?,Aegon is a GPE that As white hart considered symbol royalty Otto tries convince Viserys appearance Prince Aegon 's nameday sign gods Aegon rule.
As white hart considered symbol royalty Otto tries convince Viserys appearance Prince Aegon 's nameday sign gods Aegon rule.That night Otto informs Viserys Royal Huntsman trail white hart sent hounds .,Where is Aegon?,Aegon is a GPE that As white hart considered symbol royalty Otto tries convince Viserys appearance Prince Aegon 's nameday sign gods Aegon rule.
As white hart considered symbol royalty Otto tries convince Viserys appearance Prince Aegon 's nameday sign gods Aegon rule.That night Otto informs Viserys Royal Huntsman trail white hart sent hounds .,Who is Otto?,Otto was a PERSON who That night Otto informs Viserys Royal Huntsman trail white hart sent hounds .
As white hart considered symbol royalty Otto tries convince Viserys appearance Prince Aegon 's nameday sign gods Aegon rule.That night Otto informs Viserys Royal Huntsman trail white hart sent hounds .,Who is Viserys Royal Huntsman?,Viserys Royal Huntsman was a PERSON who That night Otto informs Viserys Royal Huntsman trail white hart sent hounds .
When Viserys expresses displeasure Lord Jason Lannister 's attitude asking Rhaenyra 's hand Otto reminds Rhaenyra commands Viserys replies desire command daughter .,Who is Viserys?,Viserys was a PERSON who When Viserys expresses displeasure Lord Jason Lannister 's attitude asking Rhaenyra 's hand Otto reminds Rhaenyra commands Viserys replies desire command daughter .
When Viserys expresses displeasure Lord Jason Lannister 's attitude asking Rhaenyra 's hand Otto reminds Rhaenyra commands Viserys replies desire command daughter .,Who is Jason Lannister?,Jason Lannister was a PERSON who When Viserys expresses displeasure Lord Jason Lannister 's attitude asking Rhaenyra 's hand Otto reminds Rhaenyra commands Viserys replies desire command daughter .
When Viserys expresses displeasure Lord Jason Lannister 's attitude asking Rhaenyra 's hand Otto reminds Rhaenyra commands Viserys replies desire command daughter .,Who is Otto?,Otto was a PERSON who When Viserys expresses displeasure Lord Jason Lannister 's attitude asking Rhaenyra 's hand Otto reminds Rhaenyra commands Viserys replies desire command daughter .
When Viserys expresses displeasure Lord Jason Lannister 's attitude asking Rhaenyra 's hand Otto reminds Rhaenyra commands Viserys replies desire command daughter .,Who is Viserys?,Viserys was a PERSON who When Viserys expresses displeasure Lord Jason Lannister 's attitude asking Rhaenyra 's hand Otto reminds Rhaenyra commands Viserys replies desire command daughter .
Otto makes another suggestion : Rhaenyra could marry half-brother Prince Aegon .,Who is Otto?,Otto was a PERSON who Otto makes another suggestion : Rhaenyra could marry half-brother Prince Aegon .
Otto makes another suggestion : Rhaenyra could marry half-brother Prince Aegon .,Where is Aegon?,Aegon is a GPE that Otto makes another suggestion : Rhaenyra could marry half-brother Prince Aegon .
Viserys laughs however Aegon two years old.A stag captured Otto 's disappointment white one .,Who is Viserys?,Viserys was a PERSON who Viserys laughs however Aegon two years old.
Viserys laughs however Aegon two years old.A stag captured Otto 's disappointment white one .,Where is Aegon?,Aegon is a GPE that Viserys laughs however Aegon two years old.
