context,questions,answers
* In Fire & Blood A Song Ice Fire novels characters named Jerrel Bracken Willem Blackwood ; character named Beric Dondarrion leader Brotherhood Without Banners .,What is Brotherhood Without Banners?,Brotherhood Without Banners is a ORG that In Fire & Blood A Song Ice Fire novels characters named Jerrel Bracken Willem Blackwood ; character named Beric Dondarrion leader Brotherhood Without Banners .
There also mention Aegon Conqueror ever used phrases carved object .,Who is Aegon Conqueror?,Aegon Conqueror was a PERSON who There also mention Aegon Conqueror ever used phrases carved object .
* Otto Hightower dismissed office King 's Hand spying Rhaenyra ( never ) pestered king much inheritance issue .,Who is Otto Hightower?,Otto Hightower was a PERSON who * Otto Hightower dismissed office King 's Hand spying Rhaenyra ( never ) pestered king much inheritance issue .
* Baelon Targaryen served King 's Hand one year till death five days .,When did one year happen?,one year was a DATE that * Baelon Targaryen served King 's Hand one year till death five days .
* Baelon Targaryen served King 's Hand one year till death five days .,When did five days happen?,five days was a DATE that * Baelon Targaryen served King 's Hand one year till death five days .
* Corlys indeed betrothed daughter Laena son Sealord Braavos many years time point episode one year Viserys married Alicent .,Who is Corlys?,Corlys was a PERSON who * Corlys indeed betrothed daughter Laena son Sealord Braavos many years time point episode one year Viserys married Alicent .
* Corlys indeed betrothed daughter Laena son Sealord Braavos many years time point episode one year Viserys married Alicent .,Who is Laena?,Laena was a PERSON who * Corlys indeed betrothed daughter Laena son Sealord Braavos many years time point episode one year Viserys married Alicent .
* Corlys indeed betrothed daughter Laena son Sealord Braavos many years time point episode one year Viserys married Alicent .,Who is Sealord Braavos?,Sealord Braavos was a PERSON who * Corlys indeed betrothed daughter Laena son Sealord Braavos many years time point episode one year Viserys married Alicent .
* Corlys indeed betrothed daughter Laena son Sealord Braavos many years time point episode one year Viserys married Alicent .,When did one year happen?,one year was a DATE that * Corlys indeed betrothed daughter Laena son Sealord Braavos many years time point episode one year Viserys married Alicent .
* Corlys indeed betrothed daughter Laena son Sealord Braavos many years time point episode one year Viserys married Alicent .,Who is Viserys?,Viserys was a PERSON who * Corlys indeed betrothed daughter Laena son Sealord Braavos many years time point episode one year Viserys married Alicent .
* Corlys indeed betrothed daughter Laena son Sealord Braavos many years time point episode one year Viserys married Alicent .,Who is Alicent?,Alicent was a PERSON who * Corlys indeed betrothed daughter Laena son Sealord Braavos many years time point episode one year Viserys married Alicent .
* There mention Rhaenyra ever used Moon tea .,Who is Moon?,Moon was a PERSON who * There mention Rhaenyra ever used Moon tea .
* Mysaria become yet spy point .,Who is Mysaria?,Mysaria was a PERSON who * Mysaria become yet spy point .
* Rhaenyra Criston Cole never sex .,Who is Rhaenyra Criston Cole?,Rhaenyra Criston Cole was a PERSON who * Rhaenyra Criston Cole never sex .
According rumors Rhaenyra tried seduce Criston spurned ; another source claims Criston slipped Rhaenyra 's bedroom confessed love begged elope refused .,What is Criston?,Criston is a ORG that According rumors Rhaenyra tried seduce Criston spurned ; another source claims Criston slipped Rhaenyra 's bedroom confessed love begged elope refused .
According rumors Rhaenyra tried seduce Criston spurned ; another source claims Criston slipped Rhaenyra 's bedroom confessed love begged elope refused .,What is Criston?,Criston is a ORG that According rumors Rhaenyra tried seduce Criston spurned ; another source claims Criston slipped Rhaenyra 's bedroom confessed love begged elope refused .
According rumors Rhaenyra tried seduce Criston spurned ; another source claims Criston slipped Rhaenyra 's bedroom confessed love begged elope refused .,What is Rhaenyra?,Rhaenyra is a ORG that According rumors Rhaenyra tried seduce Criston spurned ; another source claims Criston slipped Rhaenyra 's bedroom confessed love begged elope refused .
* Viserys threatened ( realized threat ) pull tongues ( eyes ) whoever mocked grandsons offsprings Harwin Strong - respect gossip Rhaenyra .,Who is Viserys?,Viserys was a PERSON who * Viserys threatened ( realized threat ) pull tongues ( eyes ) whoever mocked grandsons offsprings Harwin Strong - respect gossip Rhaenyra .
* Viserys threatened ( realized threat ) pull tongues ( eyes ) whoever mocked grandsons offsprings Harwin Strong - respect gossip Rhaenyra .,Who is Harwin Strong?,Harwin Strong was a PERSON who * Viserys threatened ( realized threat ) pull tongues ( eyes ) whoever mocked grandsons offsprings Harwin Strong - respect gossip Rhaenyra .
* There mention Rhaenyra ever used informed secret passage Red Keep .,What is Red Keep?,Red Keep is a ORG that * There mention Rhaenyra ever used informed secret passage Red Keep .
* Viserys learn Rhaenyra 's deeds spies .,Who is Viserys?,Viserys was a PERSON who * Viserys learn Rhaenyra 's deeds spies .
According source claims slept Daemon Ser Arryk Cargyll found bed brought king ; according source claims unsuccessfully attempted seduce Ser Criston rumors spread reached Viserys believe Daemon confirmed tale .,Who is Daemon?,Daemon was a PERSON who According source claims slept Daemon Ser Arryk Cargyll found bed brought king ; according source claims unsuccessfully attempted seduce Ser Criston rumors spread reached Viserys believe Daemon confirmed tale .
According source claims slept Daemon Ser Arryk Cargyll found bed brought king ; according source claims unsuccessfully attempted seduce Ser Criston rumors spread reached Viserys believe Daemon confirmed tale .,Who is Arryk Cargyll?,Arryk Cargyll was a PERSON who According source claims slept Daemon Ser Arryk Cargyll found bed brought king ; according source claims unsuccessfully attempted seduce Ser Criston rumors spread reached Viserys believe Daemon confirmed tale .
According source claims slept Daemon Ser Arryk Cargyll found bed brought king ; according source claims unsuccessfully attempted seduce Ser Criston rumors spread reached Viserys believe Daemon confirmed tale .,What is Ser Criston?,Ser Criston is a ORG that According source claims slept Daemon Ser Arryk Cargyll found bed brought king ; according source claims unsuccessfully attempted seduce Ser Criston rumors spread reached Viserys believe Daemon confirmed tale .
According source claims slept Daemon Ser Arryk Cargyll found bed brought king ; according source claims unsuccessfully attempted seduce Ser Criston rumors spread reached Viserys believe Daemon confirmed tale .,Where is Viserys?,Viserys is a GPE that According source claims slept Daemon Ser Arryk Cargyll found bed brought king ; according source claims unsuccessfully attempted seduce Ser Criston rumors spread reached Viserys believe Daemon confirmed tale .
According source claims slept Daemon Ser Arryk Cargyll found bed brought king ; according source claims unsuccessfully attempted seduce Ser Criston rumors spread reached Viserys believe Daemon confirmed tale .,Who is Daemon?,Daemon was a PERSON who According source claims slept Daemon Ser Arryk Cargyll found bed brought king ; according source claims unsuccessfully attempted seduce Ser Criston rumors spread reached Viserys believe Daemon confirmed tale .
* Orwyle household maester Red Keep time Mellos 's term Grand Maester .,Who is Mellos?,Mellos was a PERSON who * Orwyle household maester Red Keep time Mellos 's term Grand Maester .
* Orwyle household maester Red Keep time Mellos 's term Grand Maester .,Where is Grand Maester?,Grand Maester is a GPE that * Orwyle household maester Red Keep time Mellos 's term Grand Maester .
Instead archmaester elected Grand Maester Conclave Mellos 's death sent Red Keep .,What is Grand Maester?,Grand Maester is a ORG that Instead archmaester elected Grand Maester Conclave Mellos 's death sent Red Keep .
Instead archmaester elected Grand Maester Conclave Mellos 's death sent Red Keep .,Who is Conclave Mellos?,Conclave Mellos was a PERSON who Instead archmaester elected Grand Maester Conclave Mellos 's death sent Red Keep .
Instead archmaester elected Grand Maester Conclave Mellos 's death sent Red Keep .,What is Red Keep?,Red Keep is a ORG that Instead archmaester elected Grand Maester Conclave Mellos 's death sent Red Keep .
* Rhea fell horse hawking hunting deer .,Who is Rhea?,Rhea was a PERSON who * Rhea fell horse hawking hunting deer .
* Rhea immediately die nine days .,Who is Rhea?,Rhea was a PERSON who * Rhea immediately die nine days .
* Rhea immediately die nine days .,When did nine days happen?,nine days was a DATE that * Rhea immediately die nine days .
* Daemon nothing Rhea 's death ( away fighting Stepstones time ) .,Who is Rhea?,Rhea was a PERSON who * Daemon nothing Rhea 's death ( away fighting Stepstones time ) .
* Daemon nothing Rhea 's death ( away fighting Stepstones time ) .,Who is Stepstones?,Stepstones was a PERSON who * Daemon nothing Rhea 's death ( away fighting Stepstones time ) .
There mention anyone claimed murder rather accident blamed Daemon .,What is Daemon?,Daemon is a ORG that There mention anyone claimed murder rather accident blamed Daemon .
* In Fire & Blood Joffrey Lonmouth died injuries sustained fighting Criston Cole melee tournament celebrate Rhaenyra Laenor 's wedding brawl wedding hall .,Who is Criston Cole?,Criston Cole was a PERSON who * In Fire & Blood Joffrey Lonmouth died injuries sustained fighting Criston Cole melee tournament celebrate Rhaenyra Laenor 's wedding brawl wedding hall .
* In Fire & Blood Joffrey Lonmouth died injuries sustained fighting Criston Cole melee tournament celebrate Rhaenyra Laenor 's wedding brawl wedding hall .,Who is Rhaenyra Laenor 's?,Rhaenyra Laenor 's was a PERSON who * In Fire & Blood Joffrey Lonmouth died injuries sustained fighting Criston Cole melee tournament celebrate Rhaenyra Laenor 's wedding brawl wedding hall .
Criston angry Rhaenyra bestowed garter Ser Harwin instead took competitors mainly Joffrey .,Who is Harwin?,Harwin was a PERSON who Criston angry Rhaenyra bestowed garter Ser Harwin instead took competitors mainly Joffrey .
Criston angry Rhaenyra bestowed garter Ser Harwin instead took competitors mainly Joffrey .,What is Joffrey?,Joffrey is a ORG that Criston angry Rhaenyra bestowed garter Ser Harwin instead took competitors mainly Joffrey .
* In Fire & Blood indication Criston Cole felt remorse killing Joffrey Lonmouth ; also mention ever attempted commit suicide reason .,Who is Criston Cole?,Criston Cole was a PERSON who * In Fire & Blood indication Criston Cole felt remorse killing Joffrey Lonmouth ; also mention ever attempted commit suicide reason .
* In Fire & Blood indication Criston Cole felt remorse killing Joffrey Lonmouth ; also mention ever attempted commit suicide reason .,Who is Joffrey Lonmouth?,Joffrey Lonmouth was a PERSON who * In Fire & Blood indication Criston Cole felt remorse killing Joffrey Lonmouth ; also mention ever attempted commit suicide reason .
* In Fire & Blood Rhaenyra spurned Criston 's offer elope Essos get married outright n't trust honor marriage vows willing break vows Kingsguard .,What is Criston?,Criston is a ORG that * In Fire & Blood Rhaenyra spurned Criston 's offer elope Essos get married outright n't trust honor marriage vows willing break vows Kingsguard .
* In Fire & Blood Rhaenyra spurned Criston 's offer elope Essos get married outright n't trust honor marriage vows willing break vows Kingsguard .,What is Essos?,Essos is a ORG that * In Fire & Blood Rhaenyra spurned Criston 's offer elope Essos get married outright n't trust honor marriage vows willing break vows Kingsguard .
* In Fire & Blood Rhaenyra spurned Criston 's offer elope Essos get married outright n't trust honor marriage vows willing break vows Kingsguard .,What is Kingsguard?,Kingsguard is a ORG that * In Fire & Blood Rhaenyra spurned Criston 's offer elope Essos get married outright n't trust honor marriage vows willing break vows Kingsguard .
Moreover conversation took place Rhaenyra traveled Driftmark meet future husband afterwards .,What is Driftmark?,Driftmark is a ORG that Moreover conversation took place Rhaenyra traveled Driftmark meet future husband afterwards .
* Laenor 's sexual preference secret common knowledge .,Who is Laenor?,Laenor was a PERSON who * Laenor 's sexual preference secret common knowledge .
* Corlys reservation marriage son Rhaenyra either regarding family name descendants otherwise .,Who is Corlys?,Corlys was a PERSON who * Corlys reservation marriage son Rhaenyra either regarding family name descendants otherwise .
* Corlys reservation marriage son Rhaenyra either regarding family name descendants otherwise .,Who is Rhaenyra?,Rhaenyra was a PERSON who * Corlys reservation marriage son Rhaenyra either regarding family name descendants otherwise .
The small council one reservation : Laenor 's homosexuality Mellos dismissed concern hand stating `` I fond fish fish served I eat . '',Who is Laenor?,Laenor was a PERSON who The small council one reservation : Laenor 's homosexuality Mellos dismissed concern hand stating `` I fond fish fish served I eat . ''
The small council one reservation : Laenor 's homosexuality Mellos dismissed concern hand stating `` I fond fish fish served I eat . '',Who is Mellos?,Mellos was a PERSON who The small council one reservation : Laenor 's homosexuality Mellos dismissed concern hand stating `` I fond fish fish served I eat . ''
* In Fire & Blood character called Ser Gerold Royce .,What is Ser Gerold Royce?,Ser Gerold Royce is a ORG that * In Fire & Blood character called Ser Gerold Royce .
* In Fire & Blood Rhea Royce 's death Runestone lands incomes automatically passed nephew .,Who is Runestone?,Runestone was a PERSON who * In Fire & Blood Rhea Royce 's death Runestone lands incomes automatically passed nephew .
When Daemon traveled Eyrie protest Lady Jeyne Arryn upheld succession told Daemon leave Vale telling unwelcome .,Who is Daemon?,Daemon was a PERSON who When Daemon traveled Eyrie protest Lady Jeyne Arryn upheld succession told Daemon leave Vale telling unwelcome .
When Daemon traveled Eyrie protest Lady Jeyne Arryn upheld succession told Daemon leave Vale telling unwelcome .,What is Eyrie?,Eyrie is a ORG that When Daemon traveled Eyrie protest Lady Jeyne Arryn upheld succession told Daemon leave Vale telling unwelcome .
When Daemon traveled Eyrie protest Lady Jeyne Arryn upheld succession told Daemon leave Vale telling unwelcome .,Who is Jeyne Arryn?,Jeyne Arryn was a PERSON who When Daemon traveled Eyrie protest Lady Jeyne Arryn upheld succession told Daemon leave Vale telling unwelcome .
When Daemon traveled Eyrie protest Lady Jeyne Arryn upheld succession told Daemon leave Vale telling unwelcome .,What is Daemon?,Daemon is a ORG that When Daemon traveled Eyrie protest Lady Jeyne Arryn upheld succession told Daemon leave Vale telling unwelcome .
When Daemon traveled Eyrie protest Lady Jeyne Arryn upheld succession told Daemon leave Vale telling unwelcome .,Who is Vale?,Vale was a PERSON who When Daemon traveled Eyrie protest Lady Jeyne Arryn upheld succession told Daemon leave Vale telling unwelcome .
* The Triarchy resumed fighting Stepstones two years Daemon defeated Craghas ten years Daemon still .,Who is Stepstones?,Stepstones was a PERSON who The Triarchy resumed fighting Stepstones two years Daemon defeated Craghas ten years Daemon still .
* The Triarchy resumed fighting Stepstones two years Daemon defeated Craghas ten years Daemon still .,When did two years happen?,two years was a DATE that The Triarchy resumed fighting Stepstones two years Daemon defeated Craghas ten years Daemon still .
* The Triarchy resumed fighting Stepstones two years Daemon defeated Craghas ten years Daemon still .,Who is Daemon?,Daemon was a PERSON who The Triarchy resumed fighting Stepstones two years Daemon defeated Craghas ten years Daemon still .
* The Triarchy resumed fighting Stepstones two years Daemon defeated Craghas ten years Daemon still .,What is Craghas?,Craghas is a ORG that The Triarchy resumed fighting Stepstones two years Daemon defeated Craghas ten years Daemon still .
* The Triarchy resumed fighting Stepstones two years Daemon defeated Craghas ten years Daemon still .,When did ten years happen?,ten years was a DATE that The Triarchy resumed fighting Stepstones two years Daemon defeated Craghas ten years Daemon still .
* The Triarchy resumed fighting Stepstones two years Daemon defeated Craghas ten years Daemon still .,What is Daemon?,Daemon is a ORG that The Triarchy resumed fighting Stepstones two years Daemon defeated Craghas ten years Daemon still .
* In Fire & Blood unknown responsible fire killed Lyonel Harwin Strong .,Who is Lyonel Harwin Strong?,Lyonel Harwin Strong was a PERSON who * In Fire & Blood unknown responsible fire killed Lyonel Harwin Strong .
Larys Strong one suspects ( alongside Corlys Daemon Larys even Viserys ) .,Who is Larys Strong?,Larys Strong was a PERSON who Larys Strong one suspects ( alongside Corlys Daemon Larys even Viserys ) .
Larys Strong one suspects ( alongside Corlys Daemon Larys even Viserys ) .,Who is Corlys Daemon?,Corlys Daemon was a PERSON who Larys Strong one suspects ( alongside Corlys Daemon Larys even Viserys ) .
Larys Strong one suspects ( alongside Corlys Daemon Larys even Viserys ) .,Who is Viserys?,Viserys was a PERSON who Larys Strong one suspects ( alongside Corlys Daemon Larys even Viserys ) .
The book gives possible motive becoming Lord Harrenhal Otto Hightower reinstated Hand King .,Who is Harrenhal Otto Hightower?,Harrenhal Otto Hightower was a PERSON who The book gives possible motive becoming Lord Harrenhal Otto Hightower reinstated Hand King .
The book gives possible motive becoming Lord Harrenhal Otto Hightower reinstated Hand King .,Who is Hand King?,Hand King was a PERSON who The book gives possible motive becoming Lord Harrenhal Otto Hightower reinstated Hand King .
* The name Prince Pentos hosted Daemon Laena mentioned book .,Who is Prince Pentos?,Prince Pentos was a PERSON who * The name Prince Pentos hosted Daemon Laena mentioned book .
* The name Prince Pentos hosted Daemon Laena mentioned book .,Who is Daemon Laena?,Daemon Laena was a PERSON who * The name Prince Pentos hosted Daemon Laena mentioned book .
* Baela Rhaena twins book show Baela slightly older .,Who is Baela Rhaena?,Baela Rhaena was a PERSON who * Baela Rhaena twins book show Baela slightly older .
* Baela Rhaena twins book show Baela slightly older .,Who is Baela?,Baela was a PERSON who * Baela Rhaena twins book show Baela slightly older .
* There mention book Criston taunted Harwin true father Rhaenyra 's children Harwin beat insult .,Who is Criston?,Criston was a PERSON who * There mention book Criston taunted Harwin true father Rhaenyra 's children Harwin beat insult .
* There mention book Criston taunted Harwin true father Rhaenyra 's children Harwin beat insult .,Who is Harwin?,Harwin was a PERSON who * There mention book Criston taunted Harwin true father Rhaenyra 's children Harwin beat insult .
* There mention book Criston taunted Harwin true father Rhaenyra 's children Harwin beat insult .,Who is Rhaenyra?,Rhaenyra was a PERSON who * There mention book Criston taunted Harwin true father Rhaenyra 's children Harwin beat insult .
* There mention book Criston taunted Harwin true father Rhaenyra 's children Harwin beat insult .,Who is Harwin?,Harwin was a PERSON who * There mention book Criston taunted Harwin true father Rhaenyra 's children Harwin beat insult .
* There mention book Qarl Correy fought Stepstones .,Who is Qarl Correy?,Qarl Correy was a PERSON who * There mention book Qarl Correy fought Stepstones .
* There mention book Qarl Correy fought Stepstones .,Who is Stepstones?,Stepstones was a PERSON who * There mention book Qarl Correy fought Stepstones .
* Laena Driftmark Pentos third labor .,Who is Laena Driftmark Pentos?,Laena Driftmark Pentos was a PERSON who * Laena Driftmark Pentos third labor .
* Laena gave birth baby twisted malformed died hour .,Who is Laena?,Laena was a PERSON who * Laena gave birth baby twisted malformed died hour .
Laena died three days later .,What is Laena?,Laena is a ORG that Laena died three days later .
Laena died three days later .,When did three days later happen?,three days later was a DATE that Laena died three days later .
* Laena burned Vhagar .,Who is Laena?,Laena was a PERSON who * Laena burned Vhagar .
* Laena burned Vhagar .,What is Vhagar?,Vhagar is a ORG that * Laena burned Vhagar .
When near death attempted reach Vhagar might fly one last time collapsed died could reach .,What is Vhagar?,Vhagar is a ORG that When near death attempted reach Vhagar might fly one last time collapsed died could reach .
* There mention book Laenor ever involved War Stepstones stages .,Who is Laenor?,Laenor was a PERSON who * There mention book Laenor ever involved War Stepstones stages .
* There mention book Laenor ever involved War Stepstones stages .,Who is War Stepstones?,War Stepstones was a PERSON who * There mention book Laenor ever involved War Stepstones stages .
* There mention book Rhaenyra Alicent ever argued War Stepstones .,Who is Rhaenyra Alicent?,Rhaenyra Alicent was a PERSON who * There mention book Rhaenyra Alicent ever argued War Stepstones .
* There mention book Rhaenyra Alicent ever argued War Stepstones .,Who is War Stepstones?,War Stepstones was a PERSON who * There mention book Rhaenyra Alicent ever argued War Stepstones .
* There mention book Larys mute servants servants whose tongues ripped command .,Who is Larys?,Larys was a PERSON who * There mention book Larys mute servants servants whose tongues ripped command .
* The entire funeral scene occur Fire & Blood .,What is Fire & Blood?,Fire & Blood is a ORG that * The entire funeral scene occur Fire & Blood .
Moreover funeral customs House Velaryon mentioned A Song Ice Fire material .,What is House Velaryon?,House Velaryon is a ORG that Moreover funeral customs House Velaryon mentioned A Song Ice Fire material .
* There mention Baela Rhaena involved fight Aemond claims Vhagar .,Who is Baela Rhaena?,Baela Rhaena was a PERSON who * There mention Baela Rhaena involved fight Aemond claims Vhagar .
* There mention Baela Rhaena involved fight Aemond claims Vhagar .,What is Aemond?,Aemond is a ORG that * There mention Baela Rhaena involved fight Aemond claims Vhagar .
* There mention Baela Rhaena involved fight Aemond claims Vhagar .,What is Vhagar?,Vhagar is a ORG that * There mention Baela Rhaena involved fight Aemond claims Vhagar .
* Additionally Joffrey Velaryon three point book still infant show first person notice Aemond trying claim Vhagar book Baela .,Who is Joffrey Velaryon?,Joffrey Velaryon was a PERSON who * Additionally Joffrey Velaryon three point book still infant show first person notice Aemond trying claim Vhagar book Baela .
* Additionally Joffrey Velaryon three point book still infant show first person notice Aemond trying claim Vhagar book Baela .,What is Aemond?,Aemond is a ORG that * Additionally Joffrey Velaryon three point book still infant show first person notice Aemond trying claim Vhagar book Baela .
* Additionally Joffrey Velaryon three point book still infant show first person notice Aemond trying claim Vhagar book Baela .,Who is Vhagar?,Vhagar was a PERSON who * Additionally Joffrey Velaryon three point book still infant show first person notice Aemond trying claim Vhagar book Baela .
* Additionally Joffrey Velaryon three point book still infant show first person notice Aemond trying claim Vhagar book Baela .,Who is Baela?,Baela was a PERSON who * Additionally Joffrey Velaryon three point book still infant show first person notice Aemond trying claim Vhagar book Baela .
* It unknown Aegon Helaena betrothed book .,Who is Aegon Helaena?,Aegon Helaena was a PERSON who It unknown Aegon Helaena betrothed book .
* Alicent demanded Lucerys 's eye would put punishment Aemond 's maiming command Ser Criston attack Lucerys .,Who is Alicent?,Alicent was a PERSON who * Alicent demanded Lucerys 's eye would put punishment Aemond 's maiming command Ser Criston attack Lucerys .
* Alicent demanded Lucerys 's eye would put punishment Aemond 's maiming command Ser Criston attack Lucerys .,Who is Lucerys?,Lucerys was a PERSON who * Alicent demanded Lucerys 's eye would put punishment Aemond 's maiming command Ser Criston attack Lucerys .
* Alicent demanded Lucerys 's eye would put punishment Aemond 's maiming command Ser Criston attack Lucerys .,What is Aemond?,Aemond is a ORG that * Alicent demanded Lucerys 's eye would put punishment Aemond 's maiming command Ser Criston attack Lucerys .
* Alicent demanded Lucerys 's eye would put punishment Aemond 's maiming command Ser Criston attack Lucerys .,Who is Ser Criston?,Ser Criston was a PERSON who * Alicent demanded Lucerys 's eye would put punishment Aemond 's maiming command Ser Criston attack Lucerys .
* Alicent demanded Lucerys 's eye would put punishment Aemond 's maiming command Ser Criston attack Lucerys .,Who is Lucerys?,Lucerys was a PERSON who * Alicent demanded Lucerys 's eye would put punishment Aemond 's maiming command Ser Criston attack Lucerys .
* Aemond lost right eye brawl left .,What is Aemond?,Aemond is a ORG that * Aemond lost right eye brawl left .
* There mention book Rhaenys wanting Driftmark pass Baela instead Lucerys .,What is Driftmark?,Driftmark is a ORG that * There mention book Rhaenys wanting Driftmark pass Baela instead Lucerys .
* There mention book Rhaenys wanting Driftmark pass Baela instead Lucerys .,Who is Baela?,Baela was a PERSON who * There mention book Rhaenys wanting Driftmark pass Baela instead Lucerys .
* There mention book Rhaenys wanting Driftmark pass Baela instead Lucerys .,Who is Lucerys?,Lucerys was a PERSON who * There mention book Rhaenys wanting Driftmark pass Baela instead Lucerys .
* In book Laenor Qarl fought Spicetown Hall Nine Laenor actually died .,Who is Laenor Qarl?,Laenor Qarl was a PERSON who * In book Laenor Qarl fought Spicetown Hall Nine Laenor actually died .
* In book Laenor Qarl fought Spicetown Hall Nine Laenor actually died .,What is Spicetown Hall?,Spicetown Hall is a ORG that * In book Laenor Qarl fought Spicetown Hall Nine Laenor actually died .
* In book Laenor Qarl fought Spicetown Hall Nine Laenor actually died .,Who is Nine Laenor?,Nine Laenor was a PERSON who * In book Laenor Qarl fought Spicetown Hall Nine Laenor actually died .
* Daemon suspected Mushroom paid Qarl kill Laenor book .,What is Mushroom?,Mushroom is a ORG that * Daemon suspected Mushroom paid Qarl kill Laenor book .
* Daemon suspected Mushroom paid Qarl kill Laenor book .,Who is Qarl?,Qarl was a PERSON who * Daemon suspected Mushroom paid Qarl kill Laenor book .
* Daemon suspected Mushroom paid Qarl kill Laenor book .,Who is Laenor?,Laenor was a PERSON who * Daemon suspected Mushroom paid Qarl kill Laenor book .
* In book Baela Rhaena betrothed Jacaerys Lucerys respectively Daemon brought court first time .,Who is Baela Rhaena?,Baela Rhaena was a PERSON who * In book Baela Rhaena betrothed Jacaerys Lucerys respectively Daemon brought court first time .
* In book Baela Rhaena betrothed Jacaerys Lucerys respectively Daemon brought court first time .,Who is Jacaerys Lucerys?,Jacaerys Lucerys was a PERSON who * In book Baela Rhaena betrothed Jacaerys Lucerys respectively Daemon brought court first time .
* In book Baela Rhaena betrothed Jacaerys Lucerys respectively Daemon brought court first time .,Who is Daemon?,Daemon was a PERSON who * In book Baela Rhaena betrothed Jacaerys Lucerys respectively Daemon brought court first time .
* In episode Rhaenys complains maesters Driftmark could saved Laena home rather Pentos ; book Laena home labor maester Driftmark could save .,Who is Driftmark?,Driftmark was a PERSON who * In episode Rhaenys complains maesters Driftmark could saved Laena home rather Pentos ; book Laena home labor maester Driftmark could save .
* In episode Rhaenys complains maesters Driftmark could saved Laena home rather Pentos ; book Laena home labor maester Driftmark could save .,What is Laena?,Laena is a ORG that * In episode Rhaenys complains maesters Driftmark could saved Laena home rather Pentos ; book Laena home labor maester Driftmark could save .
* In episode Rhaenys complains maesters Driftmark could saved Laena home rather Pentos ; book Laena home labor maester Driftmark could save .,What is Pentos?,Pentos is a ORG that * In episode Rhaenys complains maesters Driftmark could saved Laena home rather Pentos ; book Laena home labor maester Driftmark could save .
* In episode Rhaenys complains maesters Driftmark could saved Laena home rather Pentos ; book Laena home labor maester Driftmark could save .,What is Laena?,Laena is a ORG that * In episode Rhaenys complains maesters Driftmark could saved Laena home rather Pentos ; book Laena home labor maester Driftmark could save .
* In episode Rhaenys complains maesters Driftmark could saved Laena home rather Pentos ; book Laena home labor maester Driftmark could save .,What is Driftmark?,Driftmark is a ORG that * In episode Rhaenys complains maesters Driftmark could saved Laena home rather Pentos ; book Laena home labor maester Driftmark could save .
* In Fire & Blood Vaemond Velaryon killed Driftmark King 's Landing disparaging Rhaenyra sons .,Who is Driftmark King 's?,Driftmark King 's was a PERSON who * In Fire & Blood Vaemond Velaryon killed Driftmark King 's Landing disparaging Rhaenyra sons .
In addition Daemon beheaded Vaemond Rhaenyra 's command corpse fed Syrax .,Who is Daemon?,Daemon was a PERSON who In addition Daemon beheaded Vaemond Rhaenyra 's command corpse fed Syrax .
In addition Daemon beheaded Vaemond Rhaenyra 's command corpse fed Syrax .,Who is Vaemond Rhaenyra 's?,Vaemond Rhaenyra 's was a PERSON who In addition Daemon beheaded Vaemond Rhaenyra 's command corpse fed Syrax .
In addition Daemon beheaded Vaemond Rhaenyra 's command corpse fed Syrax .,What is Syrax?,Syrax is a ORG that In addition Daemon beheaded Vaemond Rhaenyra 's command corpse fed Syrax .
* In Fire & Blood Vaemond extended family traveled King 's Landing petition King Viserys solely contest inheritance Driftmark also protest Rhaenyra 's impromptu execution Vaemond .,What is King 's Landing?,King 's Landing is a ORG that * In Fire & Blood Vaemond extended family traveled King 's Landing petition King Viserys solely contest inheritance Driftmark also protest Rhaenyra 's impromptu execution Vaemond .
* In Fire & Blood Vaemond extended family traveled King 's Landing petition King Viserys solely contest inheritance Driftmark also protest Rhaenyra 's impromptu execution Vaemond .,What is Driftmark?,Driftmark is a ORG that * In Fire & Blood Vaemond extended family traveled King 's Landing petition King Viserys solely contest inheritance Driftmark also protest Rhaenyra 's impromptu execution Vaemond .
* In Fire & Blood Vaemond extended family traveled King 's Landing petition King Viserys solely contest inheritance Driftmark also protest Rhaenyra 's impromptu execution Vaemond .,What is Rhaenyra?,Rhaenyra is a ORG that * In Fire & Blood Vaemond extended family traveled King 's Landing petition King Viserys solely contest inheritance Driftmark also protest Rhaenyra 's impromptu execution Vaemond .
* In Fire & Blood Vaemond extended family traveled King 's Landing petition King Viserys solely contest inheritance Driftmark also protest Rhaenyra 's impromptu execution Vaemond .,Who is Vaemond?,Vaemond was a PERSON who * In Fire & Blood Vaemond extended family traveled King 's Landing petition King Viserys solely contest inheritance Driftmark also protest Rhaenyra 's impromptu execution Vaemond .
Unfortunately weight words might carried lost made mistake calling Lucerys bastard Viserys 's presence angrily ordered tongues cut insult .,Who is Lucerys bastard?,Lucerys bastard was a PERSON who Unfortunately weight words might carried lost made mistake calling Lucerys bastard Viserys 's presence angrily ordered tongues cut insult .
Unfortunately weight words might carried lost made mistake calling Lucerys bastard Viserys 's presence angrily ordered tongues cut insult .,Who is Viserys?,Viserys was a PERSON who Unfortunately weight words might carried lost made mistake calling Lucerys bastard Viserys 's presence angrily ordered tongues cut insult .
* In Fire & Blood Viserys ordered remove tongues Vaemond 's relatives injured Iron Throne severely Maester Gerardys amputate two fingers .,Who is Vaemond?,Vaemond was a PERSON who Vaemond 's relatives injured Iron Throne severely Maester Gerardys amputate two fingers .
